n,k_rate,tau_motor,tau_intensity,k_motor,kf_intensity,kb_intensity,fgain_intensity_grid,gain_motor_grid,k_rate_grid,tau_motor_grid,tau_intensity_grid,kb_kf_intensity_ratio_grid,swim_speed_err,omr_ratio_err,ssbf_ratio_err,bout_rate_err,bout_dist_err,bout_init_speed_err,num_conditions_np,num_valid_conditions_np
3194,231.1044,0.792,0.1658,0.018055555555555554,244.80880579010858,0.6732242159227986,40.5893,0.0143,231.1044,0.792,0.1658,0.00275,0.9635965561113881,0.1317589151632342,5.1831579324898795,0.21677460517908081,0.9419282387264611,3.487812214884476,29,29
3195,231.1044,0.792,0.1808,0.018055555555555554,224.49834070796462,0.0,40.5893,0.0143,231.1044,0.792,0.1808,0.0,0.9003209621384352,0.12957244896473089,5.24220934274218,0.21688688004452344,0.9140892921057155,3.3071272890011527,29,29
3196,231.1044,0.792,0.1808,0.018055555555555554,224.49834070796462,0.15445485840707968,40.5893,0.0143,231.1044,0.792,0.1808,0.000688,0.9011432573773275,0.12971472819957347,5.241190476264127,0.21620922564142822,0.9117887935491146,3.313035636816897,29,29
3197,231.1044,0.792,0.1808,0.018055555555555554,224.49834070796462,0.3086852184734514,40.5893,0.0143,231.1044,0.792,0.1808,0.001375,0.9077352059759741,0.12979969866261842,5.241922347354352,0.21667012396717136,0.9153954597052394,3.3300506569740875,29,29
3198,231.1044,0.792,0.1808,0.018055555555555554,224.49834070796462,0.4624665818584072,40.5893,0.0143,231.1044,0.792,0.1808,0.00206,0.9081416640242803,0.13027146089494204,5.264681922664725,0.21592621687141908,0.9153015664529518,3.337882086454573,29,29
3199,231.1044,0.792,0.1808,0.018055555555555554,224.49834070796462,0.6173704369469027,40.5893,0.0143,231.1044,0.792,0.1808,0.00275,0.9100246820621603,0.1304230017254511,5.2603215305938225,0.21673497694022667,0.917335934161443,3.346432904463758,29,29
3200,231.1044,0.8637,0.1278,0.016556674771332637,317.6001564945227,0.0,40.5893,0.0143,231.1044,0.8637,0.1278,0.0,1.156432569171981,0.13778379845412347,4.777982219773613,0.20291271599987937,0.9838426136978026,3.820279363568782,29,29
3201,231.1044,0.8637,0.1278,0.016556674771332637,317.6001564945227,0.21850890766823164,40.5893,0.0143,231.1044,0.8637,0.1278,0.000688,1.1676097433014883,0.13852581359212854,4.772092265682469,0.2034744990782507,0.9902494980670445,3.852371948446549,29,29
3202,231.1044,0.8637,0.1278,0.016556674771332637,317.6001564945227,0.4367002151799687,40.5893,0.0143,231.1044,0.8637,0.1278,0.001375,1.1677782219527502,0.13862888038246582,4.772079023661216,0.20154345719525052,0.9828636613805747,3.8376994676820066,29,29
3203,231.1044,0.8637,0.1278,0.016556674771332637,317.6001564945227,0.6542563223787169,40.5893,0.0143,231.1044,0.8637,0.1278,0.00206,1.1788219457651585,0.14030440334758518,4.801864258149256,0.2049184504923772,0.9952770193826271,3.879702013348138,29,29
3204,231.1044,0.8637,0.1278,0.016556674771332637,317.6001564945227,0.8734004303599374,40.5893,0.0143,231.1044,0.8637,0.1278,0.00275,1.18488559552514,0.14013537058020045,4.779506894690315,0.2031867369608509,0.9979848354241924,3.900557325373615,29,29
3205,231.1044,0.8637,0.1394,0.016556674771332637,291.17144906743187,0.0,40.5893,0.0143,231.1044,0.8637,0.1394,0.0,1.0705812303044953,0.13392488133424565,4.937370666054431,0.20557421723149918,0.9615713226088078,3.6514123259337357,29,29
3206,231.1044,0.8637,0.1394,0.016556674771332637,291.17144906743187,0.20032595695839314,40.5893,0.0143,231.1044,0.8637,0.1394,0.000688,1.0789926599236552,0.1341733723672573,4.941529891125364,0.20540604440761634,0.9651739588407343,3.6779252888513803,29,29
3207,231.1044,0.8637,0.1394,0.016556674771332637,291.17144906743187,0.4003607424677188,40.5893,0.0143,231.1044,0.8637,0.1394,0.001375,1.0887554927292193,0.1353455023236043,4.959525507027621,0.20434830347118701,0.9639654307767799,3.6747425169374726,29,29
3208,231.1044,0.8637,0.1394,0.016556674771332637,291.17144906743187,0.5998131850789098,40.5893,0.0143,231.1044,0.8637,0.1394,0.00206,1.101467936723413,0.136124350814207,4.974669020542154,0.20676230341373314,0.9721187681417304,3.7265226015080724,29,29
3209,231.1044,0.8637,0.1394,0.016556674771332637,291.17144906743187,0.8007214849354376,40.5893,0.0143,231.1044,0.8637,0.1394,0.00275,1.1037761523810043,0.13619030471649052,4.9412360238010375,0.20770907154601242,0.9795771431688831,3.757326511442688,29,29
3210,231.1044,0.8637,0.152,0.016556674771332637,267.03486842105264,0.0,40.5893,0.0143,231.1044,0.8637,0.152,0.0,0.9999062531294503,0.132031201329557,5.0634718133559184,0.20893572091501766,0.9401237292759732,3.504647221098892,29,29
3211,231.1044,0.8637,0.152,0.016556674771332637,267.03486842105264,0.18371998947368423,40.5893,0.0143,231.1044,0.8637,0.152,0.000688,1.00095561295008,0.1317299533256652,5.059417465654059,0.2080250920264829,0.9402116772385889,3.509394592944901,29,29
3212,231.1044,0.8637,0.152,0.016556674771332637,267.03486842105264,0.36717294407894735,40.5893,0.0143,231.1044,0.8637,0.152,0.001375,1.0081710918020792,0.13196104663926903,5.047808259923463,0.20726892457544532,0.9411614240042088,3.519226834146144,29,29
3213,231.1044,0.8637,0.152,0.016556674771332637,267.03486842105264,0.5500918289473685,40.5893,0.0143,231.1044,0.8637,0.152,0.00206,1.0137585190575542,0.1321873507077999,5.05214443135262,0.20721735103981967,0.9430237066250063,3.5338204084425726,29,29
3214,231.1044,0.8637,0.152,0.016556674771332637,267.03486842105264,0.7343458881578947,40.5893,0.0143,231.1044,0.8637,0.152,0.00275,1.021731091703386,0.13263577013983316,5.0709654861322475,0.20939006824714174,0.9516958872504018,3.5746871044454953,29,29
3215,231.1044,0.8637,0.1658,0.016556674771332637,244.80880579010858,0.0,40.5893,0.0143,231.1044,0.8637,0.1658,0.0,0.9371421534281756,0.12956103806075106,5.153602202500909,0.21111879767235026,0.9218163859136357,3.375380484110523,29,29
3216,231.1044,0.8637,0.1658,0.016556674771332637,244.80880579010858,0.16842845838359471,40.5893,0.0143,231.1044,0.8637,0.1658,0.000688,0.9441723303139858,0.13050313534024158,5.175849949840272,0.21227297333066064,0.9267036234904211,3.4040721278036923,29,29
3217,231.1044,0.8637,0.1658,0.016556674771332637,244.80880579010858,0.3366121079613993,40.5893,0.0143,231.1044,0.8637,0.1658,0.001375,0.9451476581246238,0.13035020587684956,5.148749225717025,0.21105934346189065,0.9238517251626472,3.391838410449873,29,29
3218,231.1044,0.8637,0.1658,0.016556674771332637,244.80880579010858,0.5043061399276237,40.5893,0.0143,231.1044,0.8637,0.1658,0.00206,0.9522608098395641,0.13043551231138986,5.162864775710796,0.2114729127226956,0.9275098184396121,3.421505081270882,29,29
3219,231.1044,0.8637,0.1658,0.016556674771332637,244.80880579010858,0.6732242159227986,40.5893,0.0143,231.1044,0.8637,0.1658,0.00275,0.9607883564922406,0.13128449894628258,5.170402460228448,0.21172321071008135,0.9317667622432496,3.442134720312495,29,29
3220,231.1044,0.8637,0.1808,0.016556674771332637,224.49834070796462,0.0,40.5893,0.0143,231.1044,0.8637,0.1808,0.0,0.8929590388424734,0.12917429042448103,5.241522883027229,0.2100410422471148,0.8964819727948519,3.239663116335972,29,29
3221,231.1044,0.8637,0.1808,0.016556674771332637,224.49834070796462,0.15445485840707968,40.5893,0.0143,231.1044,0.8637,0.1808,0.000688,0.8982868042217164,0.1296412740209456,5.237242730602952,0.21030959382088973,0.8979788089394076,3.2524863780969424,29,29
3222,231.1044,0.8637,0.1808,0.016556674771332637,224.49834070796462,0.3086852184734514,40.5893,0.0143,231.1044,0.8637,0.1808,0.001375,0.9033825778252181,0.12979518177566468,5.242493902609812,0.21120416772563763,0.9029423328516373,3.276299272103945,29,29
3223,231.1044,0.8637,0.1808,0.016556674771332637,224.49834070796462,0.4624665818584072,40.5893,0.0143,231.1044,0.8637,0.1808,0.00206,0.9075135309726478,0.12980680167767272,5.255022281317938,0.2114611324938161,0.905881998190936,3.2969757161114908,29,29
3224,231.1044,0.8637,0.1808,0.016556674771332637,224.49834070796462,0.6173704369469027,40.5893,0.0143,231.1044,0.8637,0.1808,0.00275,0.9125082299231778,0.13044305857921024,5.277099023659721,0.2113093013570565,0.9056185078725245,3.2977550069177997,29,29
3225,231.1044,0.9419,0.1278,0.015182078776940227,317.6001564945227,0.0,40.5893,0.0143,231.1044,0.9419,0.1278,0.0,1.1442543598957249,0.1369240096568609,4.747546835275347,0.19551226193902213,0.9593598883447108,3.7142837878428794,29,29
3226,231.1044,0.9419,0.1278,0.015182078776940227,317.6001564945227,0.21850890766823164,40.5893,0.0143,231.1044,0.9419,0.1278,0.000688,1.162388398684173,0.1381665051397781,4.755511513748249,0.19838473948873878,0.9752630174432867,3.800170773512576,29,29
3227,231.1044,0.9419,0.1278,0.015182078776940227,317.6001564945227,0.4367002151799687,40.5893,0.0143,231.1044,0.9419,0.1278,0.001375,1.1575766069597873,0.13829574056077368,4.776874186484439,0.19737844362707113,0.9724600723372924,3.782917183679484,29,29
3228,231.1044,0.9419,0.1278,0.015182078776940227,317.6001564945227,0.6542563223787169,40.5893,0.0143,231.1044,0.9419,0.1278,0.00206,1.1781968993971306,0.13965416735960076,4.7554432243906035,0.19735172812319723,0.9776219552028036,3.817840105291231,29,29
3229,231.1044,0.9419,0.1278,0.015182078776940227,317.6001564945227,0.8734004303599374,40.5893,0.0143,231.1044,0.9419,0.1278,0.00275,1.1780916162085904,0.1400607094553984,4.7698050724842105,0.19784833222687778,0.9809459962924314,3.8306911533052586,29,29
3230,231.1044,0.9419,0.1394,0.015182078776940227,291.17144906743187,0.0,40.5893,0.0143,231.1044,0.9419,0.1394,0.0,1.0656075004300574,0.13351285926570822,4.931555531353955,0.20258176599454844,0.9514904016532381,3.614764573665799,29,29
3231,231.1044,0.9419,0.1394,0.015182078776940227,291.17144906743187,0.20032595695839314,40.5893,0.0143,231.1044,0.9419,0.1394,0.000688,1.075184353992593,0.1344362098665295,4.946280019095622,0.20166835636497119,0.9527734591869411,3.624912063848453,29,29
3232,231.1044,0.9419,0.1394,0.015182078776940227,291.17144906743187,0.4003607424677188,40.5893,0.0143,231.1044,0.9419,0.1394,0.001375,1.0765200931395051,0.1348533462865833,4.937694861586258,0.20010583620825464,0.9511626015519707,3.6264646326004355,29,29
3233,231.1044,0.9419,0.1394,0.015182078776940227,291.17144906743187,0.5998131850789098,40.5893,0.0143,231.1044,0.9419,0.1394,0.00206,1.0884300078748594,0.13489012255822302,4.915141754134106,0.20263561629762164,0.961397792677894,3.6730190802757585,29,29
3234,231.1044,0.9419,0.1394,0.015182078776940227,291.17144906743187,0.8007214849354376,40.5893,0.0143,231.1044,0.9419,0.1394,0.00275,1.0958412504884218,0.13595208772828626,4.945127361127905,0.19958029517956563,0.9577275396387411,3.6707708492623383,29,29
3235,231.1044,0.9419,0.152,0.015182078776940227,267.03486842105264,0.0,40.5893,0.0143,231.1044,0.9419,0.152,0.0,0.9895037722477131,0.13138422279085074,5.082620363819374,0.20284860187825277,0.9273191584112505,3.4418374394684723,29,29
3236,231.1044,0.9419,0.152,0.015182078776940227,267.03486842105264,0.18371998947368423,40.5893,0.0143,231.1044,0.9419,0.152,0.000688,1.0044269688354905,0.13160599739861953,5.0507954016574645,0.20341660455282048,0.930847246487027,3.468479896861369,29,29
3237,231.1044,0.9419,0.152,0.015182078776940227,267.03486842105264,0.36717294407894735,40.5893,0.0143,231.1044,0.9419,0.152,0.001375,1.0047167138184259,0.13197491354953308,5.0627409055477415,0.20303096684863875,0.9313338815935297,3.4804980386275517,29,29
3238,231.1044,0.9419,0.152,0.015182078776940227,267.03486842105264,0.5500918289473685,40.5893,0.0143,231.1044,0.9419,0.152,0.00206,1.0077195664234184,0.13252381439077887,5.073953250109761,0.20507145241411798,0.9383080636229175,3.5128038521002547,29,29
3239,231.1044,0.9419,0.152,0.015182078776940227,267.03486842105264,0.7343458881578947,40.5893,0.0143,231.1044,0.9419,0.152,0.00275,1.0191842534235187,0.13290372165187775,5.059446813883294,0.2015174142339525,0.9322185977187245,3.4948282473315406,29,29
3240,231.1044,0.9419,0.1658,0.015182078776940227,244.80880579010858,0.0,40.5893,0.0143,231.1044,0.9419,0.1658,0.0,0.9355173916711097,0.1300362385802347,5.168270530582745,0.20513933776461873,0.9064826204688494,3.3124430183190725,29,29
3241,231.1044,0.9419,0.1658,0.015182078776940227,244.80880579010858,0.16842845838359471,40.5893,0.0143,231.1044,0.9419,0.1658,0.000688,0.9420859238368132,0.13008788001779598,5.177204102080276,0.2058369710507186,0.9118802392695209,3.340963239583689,29,29
3242,231.1044,0.9419,0.1658,0.015182078776940227,244.80880579010858,0.3366121079613993,40.5893,0.0143,231.1044,0.9419,0.1658,0.001375,0.9514793975661758,0.13079522254900394,5.173319226674279,0.2047310537098992,0.9112059618769669,3.3477612700553996,29,29
3243,231.1044,0.9419,0.1658,0.015182078776940227,244.80880579010858,0.5043061399276237,40.5893,0.0143,231.1044,0.9419,0.1658,0.00206,0.9482280103839845,0.13084978186178486,5.182648298750397,0.2052614128708655,0.9118975686611447,3.3546930285623646,29,29
3244,231.1044,0.9419,0.1658,0.015182078776940227,244.80880579010858,0.6732242159227986,40.5893,0.0143,231.1044,0.9419,0.1658,0.00275,0.958081913349641,0.13104357756473822,5.174648600665049,0.2037571588986821,0.9120818257392337,3.3624028433826973,29,29
3245,231.1044,0.9419,0.1808,0.015182078776940227,224.49834070796462,0.0,40.5893,0.0143,231.1044,0.9419,0.1808,0.0,0.8880662654155655,0.1285203123098528,5.229773005270378,0.20573012286241543,0.888200912167699,3.1958511068981936,29,29
3246,231.1044,0.9419,0.1808,0.015182078776940227,224.49834070796462,0.15445485840707968,40.5893,0.0143,231.1044,0.9419,0.1808,0.000688,0.9004388748873328,0.12984858986404826,5.251861324667,0.20823155434692325,0.8964233961369023,3.2410842255614094,29,29
3247,231.1044,0.9419,0.1808,0.015182078776940227,224.49834070796462,0.3086852184734514,40.5893,0.0143,231.1044,0.9419,0.1808,0.001375,0.9001240846757285,0.1296498365347714,5.249093391667608,0.208676138181674,0.8973824720404956,3.2473542774113273,29,29
3248,231.1044,0.9419,0.1808,0.015182078776940227,224.49834070796462,0.4624665818584072,40.5893,0.0143,231.1044,0.9419,0.1808,0.00206,0.907611898631196,0.13005155700191953,5.240342926727226,0.2057783792793714,0.8932672350234185,3.2414869880537545,29,29
3249,231.1044,0.9419,0.1808,0.015182078776940227,224.49834070796462,0.6173704369469027,40.5893,0.0143,231.1044,0.9419,0.1808,0.00275,0.9084915623687227,0.12982848961647,5.238689777127553,0.20708696936522764,0.8976909654934728,3.2592777776254898,29,29
3250,252.0211,0.666,0.1278,0.021471471471471472,317.6001564945227,0.0,40.5893,0.0143,252.0211,0.666,0.1278,0.0,1.22421488993655,0.14452995617233547,4.941029557813032,0.24880117473426064,1.111674787510401,4.355003381095901,29,29
3251,252.0211,0.666,0.1278,0.021471471471471472,317.6001564945227,0.21850890766823164,40.5893,0.0143,252.0211,0.666,0.1278,0.000688,1.2305682633152302,0.1451895435555797,4.940614566341896,0.24914768908170967,1.1123706389325045,4.362121101821476,29,29
3252,252.0211,0.666,0.1278,0.021471471471471472,317.6001564945227,0.4367002151799687,40.5893,0.0143,252.0211,0.666,0.1278,0.001375,1.2408727957279195,0.14590417662573638,4.956134514810853,0.24786664512050816,1.1149148294105924,4.381785917015603,29,29
3253,252.0211,0.666,0.1278,0.021471471471471472,317.6001564945227,0.6542563223787169,40.5893,0.0143,252.0211,0.666,0.1278,0.00206,1.2435952103329129,0.1463495692317873,4.956655371025228,0.24996788272266096,1.1204610157612382,4.409465280134747,29,29
3254,252.0211,0.666,0.1278,0.021471471471471472,317.6001564945227,0.8734004303599374,40.5893,0.0143,252.0211,0.666,0.1278,0.00275,1.2599537241735808,0.14825919658574807,4.967435958697507,0.24949178999056326,1.1243523523609937,4.4394975508136385,29,29
3255,252.0211,0.666,0.1394,0.021471471471471472,291.17144906743187,0.0,40.5893,0.0143,252.0211,0.666,0.1394,0.0,1.1275053603188339,0.13978389409657477,5.074677422699505,0.24972755551262724,1.0794083492826496,4.155025574153939,29,29
3256,252.0211,0.666,0.1394,0.021471471471471472,291.17144906743187,0.20032595695839314,40.5893,0.0143,252.0211,0.666,0.1394,0.000688,1.1371272992348487,0.14120136221126253,5.11461336252818,0.2496114296486028,1.083605989052624,4.181206203140569,29,29
3257,252.0211,0.666,0.1394,0.021471471471471472,291.17144906743187,0.4003607424677188,40.5893,0.0143,252.0211,0.666,0.1394,0.001375,1.1367748480576072,0.14124801144958557,5.119206737517574,0.2501734690638397,1.0857564274341818,4.1972067171990295,29,29
3258,252.0211,0.666,0.1394,0.021471471471471472,291.17144906743187,0.5998131850789098,40.5893,0.0143,252.0211,0.666,0.1394,0.00206,1.1501002095755022,0.14242115097345975,5.118466419142171,0.25047088299168235,1.0938745529079854,4.233828357252234,29,29
3259,252.0211,0.666,0.1394,0.021471471471471472,291.17144906743187,0.8007214849354376,40.5893,0.0143,252.0211,0.666,0.1394,0.00275,1.1569405319334012,0.1423033037926682,5.091669347157778,0.25049451350634594,1.0935013043989799,4.239572803084647,29,29
3260,252.0211,0.666,0.152,0.021471471471471472,267.03486842105264,0.0,40.5893,0.0143,252.0211,0.666,0.152,0.0,1.0409715753809723,0.13586810568447721,5.1820210504649005,0.24919626628989663,1.0460356753750062,3.9506667737049574,29,29
3261,252.0211,0.666,0.152,0.021471471471471472,267.03486842105264,0.18371998947368423,40.5893,0.0143,252.0211,0.666,0.152,0.000688,1.050315189658194,0.13690690820167964,5.208601785616634,0.2497018058927052,1.0495162005298209,3.974929322513549,29,29
3262,252.0211,0.666,0.152,0.021471471471471472,267.03486842105264,0.36717294407894735,40.5893,0.0143,252.0211,0.666,0.152,0.001375,1.053514725445208,0.13713150312351627,5.194419795715318,0.2502778318300573,1.0523400479000415,3.99306397997328,29,29
3263,252.0211,0.666,0.152,0.021471471471471472,267.03486842105264,0.5500918289473685,40.5893,0.0143,252.0211,0.666,0.152,0.00206,1.0652363813428634,0.13820614452606142,5.227070550824599,0.2514281787578455,1.0574839749063982,4.023006488799793,29,29
3264,252.0211,0.666,0.152,0.021471471471471472,267.03486842105264,0.7343458881578947,40.5893,0.0143,252.0211,0.666,0.152,0.00275,1.068276837763627,0.1380601843066511,5.204149172108451,0.24843826477394096,1.0553988878283072,4.018411157756781,29,29
3265,252.0211,0.666,0.1658,0.021471471471471472,244.80880579010858,0.0,40.5893,0.0143,252.0211,0.666,0.1658,0.0,0.9728954764351533,0.13390011053385542,5.274427080376274,0.2496632196921074,1.018001852251376,3.7873313280865695,29,29
3266,252.0211,0.666,0.1658,0.021471471471471472,244.80880579010858,0.16842845838359471,40.5893,0.0143,252.0211,0.666,0.1658,0.000688,0.9788717461181157,0.13384223807209286,5.263377618485008,0.24827078763537677,1.0160015235344864,3.7821944763011235,29,29
3267,252.0211,0.666,0.1658,0.021471471471471472,244.80880579010858,0.3366121079613993,40.5893,0.0143,252.0211,0.666,0.1658,0.001375,0.9876475953626496,0.1348495737686654,5.285290728809145,0.2487867098905426,1.020831091899067,3.809564580977515,29,29
3268,252.0211,0.666,0.1658,0.021471471471471472,244.80880579010858,0.5043061399276237,40.5893,0.0143,252.0211,0.666,0.1658,0.00206,0.9890021280923753,0.13471060230159826,5.262177758281677,0.2502638410408006,1.0206434838841232,3.815030086672588,29,29
3269,252.0211,0.666,0.1658,0.021471471471471472,244.80880579010858,0.6732242159227986,40.5893,0.0143,252.0211,0.666,0.1658,0.00275,0.9975522300104857,0.13550237619711455,5.277055546624712,0.2509958915671185,1.0261640021022795,3.8424396324176966,29,29
3270,252.0211,0.666,0.1808,0.021471471471471472,224.49834070796462,0.0,40.5893,0.0143,252.0211,0.666,0.1808,0.0,0.9184842731424238,0.13167045497839983,5.304018206950335,0.24769542240634734,0.9842573308471314,3.607238529699094,29,29
3271,252.0211,0.666,0.1808,0.021471471471471472,224.49834070796462,0.15445485840707968,40.5893,0.0143,252.0211,0.666,0.1808,0.000688,0.9243449547595568,0.13239019409815994,5.316179007324186,0.2487525490142097,0.9873055472012596,3.6322857393536627,29,29
3272,252.0211,0.666,0.1808,0.021471471471471472,224.49834070796462,0.3086852184734514,40.5893,0.0143,252.0211,0.666,0.1808,0.001375,0.9251135656116851,0.1327377299961218,5.327958843966723,0.24897304712116555,0.9879926380315318,3.636977832598518,29,29
3273,252.0211,0.666,0.1808,0.021471471471471472,224.49834070796462,0.4624665818584072,40.5893,0.0143,252.0211,0.666,0.1808,0.00206,0.9362494892165374,0.13326478437591732,5.337588196812986,0.24973492773170367,0.9916929537042615,3.657072308367412,29,29
3274,252.0211,0.666,0.1808,0.021471471471471472,224.49834070796462,0.6173704369469027,40.5893,0.0143,252.0211,0.666,0.1808,0.00275,0.9369558064340936,0.13314615483240966,5.325011293095663,0.2483256733961954,0.9915091686759182,3.6635055075837184,29,29
3275,252.0211,0.7263,0.1278,0.01968883381522787,317.6001564945227,0.0,40.5893,0.0143,252.0211,0.7263,0.1278,0.0,1.2195468285259277,0.1438877837442857,4.903424476042051,0.2396025157391737,1.0907221297484126,4.275458082276533,29,29
3276,252.0211,0.7263,0.1278,0.01968883381522787,317.6001564945227,0.21850890766823164,40.5893,0.0143,252.0211,0.7263,0.1278,0.000688,1.2200411220144192,0.14447859049008713,4.93207567566313,0.24242017497195847,1.0938519829031015,4.2906520823070196,29,29
3277,252.0211,0.7263,0.1278,0.01968883381522787,317.6001564945227,0.4367002151799687,40.5893,0.0143,252.0211,0.7263,0.1278,0.001375,1.232711242283074,0.1451590600423399,4.921532508145735,0.24100913599825638,1.0950219686847569,4.302597113987075,29,29
3278,252.0211,0.7263,0.1278,0.01968883381522787,317.6001564945227,0.6542563223787169,40.5893,0.0143,252.0211,0.7263,0.1278,0.00206,1.2412489556593258,0.14590891574034515,4.920658675090877,0.24083541787526425,1.0991009959327378,4.329007876343166,29,29
3279,252.0211,0.7263,0.1278,0.01968883381522787,317.6001564945227,0.8734004303599374,40.5893,0.0143,252.0211,0.7263,0.1278,0.00275,1.2433630415161359,0.14665932085182784,4.952247594272142,0.24392215659342886,1.103476679873801,4.34925998391354,29,29
3280,252.0211,0.7263,0.1394,0.01968883381522787,291.17144906743187,0.0,40.5893,0.0143,252.0211,0.7263,0.1394,0.0,1.1113089267689253,0.13824330826031225,5.04564789147725,0.24172184043395137,1.061032279576392,4.071900712662121,29,29
3281,252.0211,0.7263,0.1394,0.01968883381522787,291.17144906743187,0.20032595695839314,40.5893,0.0143,252.0211,0.7263,0.1394,0.000688,1.1285658093634887,0.14015365210432812,5.071184925742847,0.24466874542287875,1.0705692770836404,4.124766475919018,29,29
3282,252.0211,0.7263,0.1394,0.01968883381522787,291.17144906743187,0.4003607424677188,40.5893,0.0143,252.0211,0.7263,0.1394,0.001375,1.1373061902660455,0.13991436537799426,5.064017052980773,0.24441074377081703,1.0719202264470526,4.136583556769233,29,29
3283,252.0211,0.7263,0.1394,0.01968883381522787,291.17144906743187,0.5998131850789098,40.5893,0.0143,252.0211,0.7263,0.1394,0.00206,1.1470940500496862,0.14112012951701552,5.082872971673628,0.24485348019161576,1.0777402853967384,4.16142492508204,29,29
3284,252.0211,0.7263,0.1394,0.01968883381522787,291.17144906743187,0.8007214849354376,40.5893,0.0143,252.0211,0.7263,0.1394,0.00275,1.149522093397276,0.14124353416654606,5.073502075693618,0.2441144647779052,1.072667707294949,4.1572962967724765,29,29
3285,252.0211,0.7263,0.152,0.01968883381522787,267.03486842105264,0.0,40.5893,0.0143,252.0211,0.7263,0.152,0.0,1.0361278352507644,0.13563111315964393,5.168952311929111,0.24319003407987191,1.0342730234035131,3.9007757521131605,29,29
3286,252.0211,0.7263,0.152,0.01968883381522787,267.03486842105264,0.18371998947368423,40.5893,0.0143,252.0211,0.7263,0.152,0.000688,1.0396927221287509,0.13591207254469992,5.181438618059326,0.24242813295380047,1.0321833468363257,3.8968866212125812,29,29
3287,252.0211,0.7263,0.152,0.01968883381522787,267.03486842105264,0.36717294407894735,40.5893,0.0143,252.0211,0.7263,0.152,0.001375,1.0446866975873654,0.13581330762300592,5.1651021095021985,0.24386261617167404,1.0375141684990452,3.928828366861544,29,29
3288,252.0211,0.7263,0.152,0.01968883381522787,267.03486842105264,0.5500918289473685,40.5893,0.0143,252.0211,0.7263,0.152,0.00206,1.0512208899218451,0.1370312657267968,5.185742162882762,0.24531414766229798,1.042388603973639,3.9548406708391255,29,29
3289,252.0211,0.7263,0.152,0.01968883381522787,267.03486842105264,0.7343458881578947,40.5893,0.0143,252.0211,0.7263,0.152,0.00275,1.0581301266821723,0.13728485653699607,5.180562001422415,0.24398792169628916,1.0434148188297445,3.9672568968549067,29,29
3290,252.0211,0.7263,0.1658,0.01968883381522787,244.80880579010858,0.0,40.5893,0.0143,252.0211,0.7263,0.1658,0.0,0.9649806714982129,0.13313849278952317,5.247785995199814,0.2423181882772287,0.9999492203288186,3.7061471143411366,29,29
3291,252.0211,0.7263,0.1658,0.01968883381522787,244.80880579010858,0.16842845838359471,40.5893,0.0143,252.0211,0.7263,0.1658,0.000688,0.9743652276636869,0.1339116479130977,5.260727685707735,0.2428054782270943,1.0033685832166743,3.726954614131301,29,29
3292,252.0211,0.7263,0.1658,0.01968883381522787,244.80880579010858,0.3366121079613993,40.5893,0.0143,252.0211,0.7263,0.1658,0.001375,0.9756218247336121,0.13427181452050377,5.2730328171849985,0.2439593331994099,1.005760326942203,3.7443528310412075,29,29
3293,252.0211,0.7263,0.1658,0.01968883381522787,244.80880579010858,0.5043061399276237,40.5893,0.0143,252.0211,0.7263,0.1658,0.00206,0.9845270109982869,0.13455065716108766,5.2795497043963975,0.24458312160503765,1.0103093511572694,3.769190458427707,29,29
3294,252.0211,0.7263,0.1658,0.01968883381522787,244.80880579010858,0.6732242159227986,40.5893,0.0143,252.0211,0.7263,0.1658,0.00275,0.9905901251681087,0.13440080170305338,5.245563681432145,0.24456217709227873,1.0114973515512107,3.7808417082850627,29,29
3295,252.0211,0.7263,0.1808,0.01968883381522787,224.49834070796462,0.0,40.5893,0.0143,252.0211,0.7263,0.1808,0.0,0.9137180030916291,0.13090062152730048,5.280392464457262,0.23997594437233322,0.9676678671526956,3.5334667209884367,29,29
3296,252.0211,0.7263,0.1808,0.01968883381522787,224.49834070796462,0.15445485840707968,40.5893,0.0143,252.0211,0.7263,0.1808,0.000688,0.9158845346747427,0.1315845320104201,5.295035671105656,0.2405734833922063,0.9701589720190559,3.5585209682705368,29,29
3297,252.0211,0.7263,0.1808,0.01968883381522787,224.49834070796462,0.3086852184734514,40.5893,0.0143,252.0211,0.7263,0.1808,0.001375,0.9240897025042573,0.13226050836862271,5.321307373407977,0.2429906806566124,0.9731575719571045,3.578714444617035,29,29
3298,252.0211,0.7263,0.1808,0.01968883381522787,224.49834070796462,0.4624665818584072,40.5893,0.0143,252.0211,0.7263,0.1808,0.00206,0.9287065826368613,0.13214887532970399,5.294068125476027,0.24115386498626573,0.9739511516236518,3.5844614368334433,29,29
3299,252.0211,0.7263,0.1808,0.01968883381522787,224.49834070796462,0.6173704369469027,40.5893,0.0143,252.0211,0.7263,0.1808,0.00275,0.9322312177560793,0.13313009747766513,5.326812620824046,0.2439169652722743,0.9811046128718899,3.619090257850317,29,29
3300,252.0211,0.792,0.1278,0.018055555555555554,317.6001564945227,0.0,40.5893,0.0143,252.0211,0.792,0.1278,0.0,1.206736951047174,0.1424675300939223,4.897580465607585,0.23383495336831253,1.0727224590784785,4.197721001619219,29,29
