n,k_rate,tau_motor,tau_intensity,k_motor,kf_intensity,fgain_intensity_grid,gain_motor_grid,k_rate_grid,tau_motor_grid,tau_intensity_grid,swim_speed_err,omr_ratio_err,ssbf_ratio_err,bout_rate_err,bout_dist_err,bout_init_speed_err,num_conditions_np,num_valid_conditions_np
942,274.831,0.8637,0.152,0.019682760217668172,267.03486842105264,40.5893,0.017,274.831,0.8637,0.152,0.940913186397971,0.125107747396061,4.79989464018058,0.14096548705076997,0.7463135609144688,2.7783980634187784,29,29
943,274.831,0.8637,0.1658,0.019682760217668172,244.80880579010858,40.5893,0.017,274.831,0.8637,0.1658,0.8950343139919817,0.12475618913293615,4.9651107664919945,0.14748123996773108,0.7408101472537001,2.69564234506155,29,29
944,274.831,0.8637,0.1808,0.019682760217668172,224.49834070796462,40.5893,0.017,274.831,0.8637,0.1808,0.8728142697649779,0.12580397731330747,5.08003405979173,0.1522846534861128,0.7435747699616099,2.6609263564600063,29,29
945,274.831,0.9419,0.1278,0.018048625119439433,317.6001564945227,40.5893,0.017,274.831,0.9419,0.1278,1.0640731463030824,0.12894336798062422,4.428466521317925,0.11860790327181925,0.7235108212457736,2.881164100718427,29,29
946,274.831,0.9419,0.1394,0.018048625119439433,291.17144906743187,40.5893,0.017,274.831,0.9419,0.1394,0.9888985181707901,0.1255480193326528,4.615199760316757,0.12836538686931753,0.7242192845709972,2.7631210077887847,29,29
947,274.831,0.9419,0.152,0.018048625119439433,267.03486842105264,40.5893,0.017,274.831,0.9419,0.152,0.9304134520670079,0.12384627906816822,4.789420314771112,0.13665852515687119,0.7256793711858504,2.6850078413834675,29,29
948,274.831,0.9419,0.1658,0.018048625119439433,244.80880579010858,40.5893,0.017,274.831,0.9419,0.1658,0.8890522091558929,0.12430068046910595,4.960113916949732,0.14299434394333782,0.7266663707556046,2.637136052060236,29,29
949,274.831,0.9419,0.1808,0.018048625119439433,224.49834070796462,40.5893,0.017,274.831,0.9419,0.1808,0.8715732829405093,0.1259631636600394,5.089659358252011,0.14734279863247243,0.7307933367560251,2.6203620163086225,29,29
950,299.7053,0.666,0.1278,0.025525525525525526,317.6001564945227,40.5893,0.017,299.7053,0.666,0.1278,1.1485462801324784,0.1365006486365032,4.621681412018966,0.17938289555791245,0.9321260865401388,3.666614132350335,29,29
951,299.7053,0.666,0.1394,0.025525525525525526,291.17144906743187,40.5893,0.017,299.7053,0.666,0.1394,1.0578059076005715,0.13245407647397245,4.786251887793295,0.18279988291483742,0.9039037546454622,3.474451570868396,29,29
952,299.7053,0.666,0.152,0.025525525525525526,267.03486842105264,40.5893,0.017,299.7053,0.666,0.152,0.9793056688836035,0.12944790227571468,4.9301861470352115,0.18974009172956358,0.8870505445300293,3.3292105806459404,29,29
953,299.7053,0.666,0.1658,0.025525525525525526,244.80880579010858,40.5893,0.017,299.7053,0.666,0.1658,0.9280693172849591,0.1287979599457398,5.076334416371858,0.19426226218407275,0.8729994377120877,3.2132912648975203,29,29
954,299.7053,0.666,0.1808,0.025525525525525526,224.49834070796462,40.5893,0.017,299.7053,0.666,0.1808,0.8939328304859258,0.12892517148602192,5.175655687311002,0.19630544969692773,0.8580825333849784,3.1139476331634395,29,29
955,299.7053,0.7263,0.1278,0.02340630593418698,317.6001564945227,40.5893,0.017,299.7053,0.7263,0.1278,1.1407197718980793,0.13575152565033258,4.564319230612541,0.16893852921011052,0.9018702153942063,3.5641729592604356,29,29
956,299.7053,0.7263,0.1394,0.02340630593418698,291.17144906743187,40.5893,0.017,299.7053,0.7263,0.1394,1.0485108498671911,0.13141493261411338,4.753375782905413,0.173078619205239,0.8784136637855843,3.3687047442801274,29,29
957,299.7053,0.7263,0.152,0.02340630593418698,267.03486842105264,40.5893,0.017,299.7053,0.7263,0.152,0.9704259183717031,0.12805342116845514,4.901142447916834,0.1772737074514905,0.8558957832914988,3.2076708202631092,29,29
958,299.7053,0.7263,0.1658,0.02340630593418698,244.80880579010858,40.5893,0.017,299.7053,0.7263,0.1658,0.9197610787035265,0.12771754327361443,5.048496467820325,0.18374544614248148,0.8450773316456467,3.1032443699377303,29,29
959,299.7053,0.7263,0.1808,0.02340630593418698,224.49834070796462,40.5893,0.017,299.7053,0.7263,0.1808,0.8895684541826572,0.1277443952988897,5.1516639958519175,0.18763030790858762,0.8375130644688886,3.0357042001394663,29,29
960,299.7053,0.792,0.1278,0.021464646464646464,317.6001564945227,40.5893,0.017,299.7053,0.792,0.1278,1.1236217369177781,0.13357608266571955,4.527547804137262,0.15802261901882073,0.8660855131168025,3.4181838424858,29,29
961,299.7053,0.792,0.1394,0.021464646464646464,291.17144906743187,40.5893,0.017,299.7053,0.792,0.1394,1.0371474136527106,0.13034341168970798,4.7332145430493435,0.1646832852610528,0.8520005455372419,3.255458560481747,29,29
962,299.7053,0.792,0.152,0.021464646464646464,267.03486842105264,40.5893,0.017,299.7053,0.792,0.152,0.9685352026960143,0.127737085208892,4.902591697578585,0.17036363911030566,0.8347446076569015,3.116423571491225,29,29
963,299.7053,0.792,0.1658,0.021464646464646464,244.80880579010858,40.5893,0.017,299.7053,0.792,0.1658,0.9168244405446274,0.12679688960312493,5.0254331031330315,0.1747883071879742,0.8222789928041916,3.014538259029319,29,29
964,299.7053,0.792,0.1808,0.021464646464646464,224.49834070796462,40.5893,0.017,299.7053,0.792,0.1808,0.8866837921488503,0.12720070909820713,5.1293981760772,0.17758867466624878,0.8128762886396098,2.9373836851425827,29,29
965,299.7053,0.8637,0.1278,0.019682760217668172,317.6001564945227,40.5893,0.017,299.7053,0.8637,0.1278,1.11668215645477,0.13309441664163865,4.475482509680413,0.14662791411270612,0.8356457149839254,3.3110512094065245,29,29
966,299.7053,0.8637,0.1394,0.019682760217668172,291.17144906743187,40.5893,0.017,299.7053,0.8637,0.1394,1.0278242340930859,0.12910768600414443,4.682383012985102,0.15761640502067267,0.8286841714012543,3.173876303535566,29,29
967,299.7053,0.8637,0.152,0.019682760217668172,267.03486842105264,40.5893,0.017,299.7053,0.8637,0.152,0.9589412410679622,0.12613316063497573,4.835624832361201,0.16206986164250672,0.8108887255460393,3.0264539136000628,29,29
968,299.7053,0.8637,0.1658,0.019682760217668172,244.80880579010858,40.5893,0.017,299.7053,0.8637,0.1658,0.915803915539865,0.1270636488402792,5.023247251397389,0.16812300123231858,0.8051671446500236,2.944797271906264,29,29
969,299.7053,0.8637,0.1808,0.019682760217668172,224.49834070796462,40.5893,0.017,299.7053,0.8637,0.1808,0.8826765826884065,0.12700893567106253,5.124206295398805,0.1725402148617827,0.8016865730769951,2.8977349912679693,29,29
970,299.7053,0.9419,0.1278,0.018048625119439433,317.6001564945227,40.5893,0.017,299.7053,0.9419,0.1278,1.10917465637123,0.13198843309828526,4.482173781052497,0.14059666929708228,0.8120481812838546,3.213698045947346,29,29
971,299.7053,0.9419,0.1394,0.018048625119439433,291.17144906743187,40.5893,0.017,299.7053,0.9419,0.1394,1.015252911059153,0.1277171220325408,4.678285633981868,0.14656606456756022,0.7900904004211524,3.0263080784192504,29,29
972,299.7053,0.9419,0.152,0.018048625119439433,267.03486842105264,40.5893,0.017,299.7053,0.9419,0.152,0.9555723755087815,0.12633307747716963,4.848217657360397,0.15565653271034702,0.7920282398014842,2.946877504423611,29,29
973,299.7053,0.9419,0.1658,0.018048625119439433,244.80880579010858,40.5893,0.017,299.7053,0.9419,0.1658,0.9086832832408313,0.12549488270631978,4.996120176805951,0.16119203727100812,0.7841863917112207,2.856998799023522,29,29
974,299.7053,0.9419,0.1808,0.018048625119439433,224.49834070796462,40.5893,0.017,299.7053,0.9419,0.1808,0.8783721322771276,0.12638497261669943,5.098633739077083,0.16559286548603533,0.7808966512340695,2.8148017525304945,29,29
975,326.831,0.666,0.1278,0.025525525525525526,317.6001564945227,40.5893,0.017,326.831,0.666,0.1278,1.1935091455104656,0.14150888306708037,4.712904299447256,0.20341455310007237,1.0088075479702185,3.980091788973853,29,29
976,326.831,0.666,0.1394,0.025525525525525526,291.17144906743187,40.5893,0.017,326.831,0.666,0.1394,1.09014543750138,0.1363558808652735,4.877337354151814,0.2102698776489348,0.9830118711157944,3.78707425725312,29,29
977,326.831,0.666,0.152,0.025525525525525526,267.03486842105264,40.5893,0.017,326.831,0.666,0.152,1.0051991709177204,0.13290206847468028,5.002670053412594,0.2130125288372921,0.9499872824074744,3.584773998723877,29,29
978,326.831,0.666,0.1658,0.025525525525525526,244.80880579010858,40.5893,0.017,326.831,0.666,0.1658,0.9469163909993189,0.1313309819569046,5.122955106746137,0.2147505966546839,0.9222937939968588,3.413009494297495,29,29
979,326.831,0.666,0.1808,0.025525525525525526,224.49834070796462,40.5893,0.017,326.831,0.666,0.1808,0.9056760103407744,0.1307676038800643,5.214481752006143,0.21851456538552055,0.9093500897766553,3.3206749957530666,29,29
980,326.831,0.7263,0.1278,0.02340630593418698,317.6001564945227,40.5893,0.017,326.831,0.7263,0.1278,1.1677034846974517,0.13846609102284757,4.637653100551132,0.1922589398512249,0.9737940428653461,3.835412157773728,29,29
981,326.831,0.7263,0.1394,0.02340630593418698,291.17144906743187,40.5893,0.017,326.831,0.7263,0.1394,1.076302942689967,0.134774838887436,4.845270435067405,0.19840788670008336,0.9505008058331329,3.6557173105013248,29,29
982,326.831,0.7263,0.152,0.02340630593418698,267.03486842105264,40.5893,0.017,326.831,0.7263,0.152,0.9956994562573042,0.13160269015446927,4.970302071427204,0.2027113257153415,0.9253251373937303,3.4821779125235697,29,29
983,326.831,0.7263,0.1658,0.02340630593418698,244.80880579010858,40.5893,0.017,326.831,0.7263,0.1658,0.9409314521972859,0.13065217094926107,5.129059066882422,0.2082141403876815,0.906764619730292,3.352087070633153,29,29
984,326.831,0.7263,0.1808,0.02340630593418698,224.49834070796462,40.5893,0.017,326.831,0.7263,0.1808,0.8986270685229465,0.12955906033698403,5.1934438623516055,0.20831112878912086,0.8860665343105321,3.225269891136976,29,29
985,326.831,0.792,0.1278,0.021464646464646464,317.6001564945227,40.5893,0.017,326.831,0.792,0.1278,1.1536363444642015,0.13713040382377154,4.618774916536859,0.18265005951643815,0.9436625337485908,3.7209501981647657,29,29
986,326.831,0.792,0.1394,0.021464646464646464,291.17144906743187,40.5893,0.017,326.831,0.792,0.1394,1.062513860316403,0.13292691254024844,4.784550776528992,0.19166085399336746,0.9272345150374004,3.5582628403034753,29,29
987,326.831,0.792,0.152,0.021464646464646464,267.03486842105264,40.5893,0.017,326.831,0.792,0.152,0.9936314541925069,0.13081937514521677,4.95255451282425,0.19355120695493006,0.8999172825632221,3.3782459590575558,29,29
988,326.831,0.792,0.1658,0.021464646464646464,244.80880579010858,40.5893,0.017,326.831,0.792,0.1658,0.936577656194286,0.12941715175411309,5.077459843527769,0.19791286117803322,0.8818942182747271,3.2498579344133356,29,29
989,326.831,0.792,0.1808,0.021464646464646464,224.49834070796462,40.5893,0.017,326.831,0.792,0.1808,0.8978406133968962,0.1293721106934936,5.184405463954332,0.20086068562994408,0.8690504044466453,3.1532414402467133,29,29
990,326.831,0.8637,0.1278,0.019682760217668172,317.6001564945227,40.5893,0.017,326.831,0.8637,0.1278,1.1535152606750547,0.13680372337045751,4.594215292524602,0.17558760043206495,0.9245119817775598,3.642982638279359,29,29
991,326.831,0.8637,0.1394,0.019682760217668172,291.17144906743187,40.5893,0.017,326.831,0.8637,0.1394,1.0585405369118495,0.13244423447548964,4.7611282351659305,0.18041523649582158,0.8956570399583972,3.445690237545549,29,29
992,326.831,0.8637,0.152,0.019682760217668172,267.03486842105264,40.5893,0.017,326.831,0.8637,0.152,0.9852808506155551,0.12979034457918748,4.911938019402933,0.18597533005461817,0.8796456415872245,3.2956511572842313,29,29
993,326.831,0.8637,0.1658,0.019682760217668172,244.80880579010858,40.5893,0.017,326.831,0.8637,0.1658,0.9269811088302524,0.12859645050004503,5.064118549035161,0.19091975346199408,0.862779685744838,3.1657685931502706,29,29
994,326.831,0.8637,0.1808,0.019682760217668172,224.49834070796462,40.5893,0.017,326.831,0.8637,0.1808,0.8921226412096123,0.1284142290505049,5.157917551415635,0.19420000117549052,0.8515950893552278,3.0865459194275884,29,29
995,326.831,0.9419,0.1278,0.018048625119439433,317.6001564945227,40.5893,0.017,326.831,0.9419,0.1278,1.141000811531597,0.13508394113209418,4.5404734474045725,0.1646298012833427,0.8920481022105038,3.5293412874710492,29,29
996,326.831,0.9419,0.1394,0.018048625119439433,291.17144906743187,40.5893,0.017,326.831,0.9419,0.1394,1.0445732748522005,0.13144540318085965,4.747708838113318,0.17264050570452594,0.8734140917266996,3.349732705527118,29,29
997,326.831,0.9419,0.152,0.018048625119439433,267.03486842105264,40.5893,0.017,326.831,0.9419,0.152,0.9800552922924417,0.12935948730931196,4.907566709953199,0.17774258406515078,0.8563340895720654,3.20762310501459,29,29
998,326.831,0.9419,0.1658,0.018048625119439433,244.80880579010858,40.5893,0.017,326.831,0.9419,0.1658,0.920971793366939,0.12792678406752334,5.040351042088716,0.18361123720130199,0.8437826065974038,3.0931104473885256,29,29
999,326.831,0.9419,0.1808,0.018048625119439433,224.49834070796462,40.5893,0.017,326.831,0.9419,0.1808,0.8933800198570435,0.12847775611628662,5.152336380777421,0.18644042581303574,0.8346539795305584,3.022185241409591,29,29
1000,231.1044,0.666,0.1278,0.027777777777777776,317.6001564945227,40.5893,0.0185,231.1044,0.666,0.1278,1.0137864421449334,0.1302122413411532,4.431903781740319,0.09113197196838886,0.5044195570187712,2.3161594390405553,29,29
1001,231.1044,0.666,0.1394,0.027777777777777776,291.17144906743187,40.5893,0.0185,231.1044,0.666,0.1394,0.9445896911724243,0.1259775249830961,4.5939087598899135,0.09413243669458095,0.511744557693787,2.124904487131443,29,29
1002,231.1044,0.666,0.152,0.027777777777777776,267.03486842105264,40.5893,0.0185,231.1044,0.666,0.152,0.8933742515016929,0.12423220509754707,4.750124464846003,0.09905553333705604,0.5243044744164531,2.0392221263811576,29,29
1003,231.1044,0.666,0.1658,0.027777777777777776,244.80880579010858,40.5893,0.0185,231.1044,0.666,0.1658,0.8655397602018053,0.12361146939378115,4.895867966421276,0.10236682676513043,0.5488756415039131,2.0575682234019843,29,29
1004,231.1044,0.666,0.1808,0.027777777777777776,224.49834070796462,40.5893,0.0185,231.1044,0.666,0.1808,0.849198411298052,0.12568019903046845,5.046178707929742,0.10989486486026245,0.5863703109358201,2.162784508121777,29,29
1005,231.1044,0.7263,0.1278,0.02547156822249759,317.6001564945227,40.5893,0.0185,231.1044,0.7263,0.1278,1.0048847812198136,0.1297551098117428,4.405630136762943,0.0964408705912685,0.4830635376891329,2.306227626385564,29,29
1006,231.1044,0.7263,0.1394,0.02547156822249759,291.17144906743187,40.5893,0.0185,231.1044,0.7263,0.1394,0.9372971663855024,0.12510573061483593,4.565980712803166,0.09622044379375924,0.4827477750450865,2.092294640053194,29,29
1007,231.1044,0.7263,0.152,0.02547156822249759,267.03486842105264,40.5893,0.0185,231.1044,0.7263,0.152,0.8832290647359833,0.12382130842376103,4.744351597850604,0.09795927063270712,0.4883558214106988,1.9739440052407156,29,29
1008,231.1044,0.7263,0.1658,0.02547156822249759,244.80880579010858,40.5893,0.0185,231.1044,0.7263,0.1658,0.86701424975741,0.12402510213474287,4.901896231839412,0.10109861914931079,0.5207203181964378,2.005296691929263,29,29
1009,231.1044,0.7263,0.1808,0.02547156822249759,224.49834070796462,40.5893,0.0185,231.1044,0.7263,0.1808,0.8436151626339895,0.12506329464504626,5.03536198128515,0.10659949506437177,0.5519187879638595,2.075053800622534,29,29
1010,231.1044,0.792,0.1278,0.023358585858585856,317.6001564945227,40.5893,0.0185,231.1044,0.792,0.1278,1.0250313443838686,0.130758029421035,4.474885791886055,0.10602895153949612,0.49012980551866675,2.4163683341039364,29,29
1011,231.1044,0.792,0.1394,0.023358585858585856,291.17144906743187,40.5893,0.0185,231.1044,0.792,0.1394,0.9333879770951932,0.12448865066713377,4.573814188204198,0.0977821178970426,0.453767614748608,2.091124980133058,29,29
1012,231.1044,0.792,0.152,0.023358585858585856,267.03486842105264,40.5893,0.0185,231.1044,0.792,0.152,0.898028796210567,0.12422004724010981,4.7390890877904175,0.10260666948907035,0.48007302685773834,1.986919957837898,29,29
1013,231.1044,0.792,0.1658,0.023358585858585856,244.80880579010858,40.5893,0.0185,231.1044,0.792,0.1658,0.866387267582732,0.12518631359681429,4.913613450781895,0.10383074585528405,0.5089827953962301,1.99870992139152,29,29
1014,231.1044,0.792,0.1808,0.023358585858585856,224.49834070796462,40.5893,0.0185,231.1044,0.792,0.1808,0.8441347769658183,0.12503994114303438,5.030242383307831,0.10643742046374931,0.5407227522552331,2.068934118227102,29,29
1015,231.1044,0.8637,0.1278,0.021419474354521243,317.6001564945227,40.5893,0.0185,231.1044,0.8637,0.1278,1.0257247244730054,0.1322962423712186,4.524623702588123,0.1167470063516434,0.5010026672700693,2.54897513046594,29,29
1016,231.1044,0.8637,0.1394,0.021419474354521243,291.17144906743187,40.5893,0.0185,231.1044,0.8637,0.1394,0.9463543002790602,0.12810607411334954,4.637307185015623,0.1097343218152554,0.4651494232077711,2.1634912879063806,29,29
1017,231.1044,0.8637,0.152,0.021419474354521243,267.03486842105264,40.5893,0.0185,231.1044,0.8637,0.152,0.8974080952705177,0.12534823177860846,4.763664658600604,0.10553346493155975,0.47109689381565845,2.022406043343968,29,29
1018,231.1044,0.8637,0.1658,0.021419474354521243,244.80880579010858,40.5893,0.0185,231.1044,0.8637,0.1658,0.8669850724078229,0.12524668029773214,4.907278052165528,0.10669815866900002,0.4953895628657691,2.0075424283181054,29,29
1019,231.1044,0.8637,0.1808,0.021419474354521243,224.49834070796462,40.5893,0.0185,231.1044,0.8637,0.1808,0.8456428918546859,0.1260832810444396,5.078428159682449,0.10942322789247327,0.5227861236767496,2.047728680972595,29,29
1020,231.1044,0.9419,0.1278,0.019641150865272322,317.6001564945227,40.5893,0.0185,231.1044,0.9419,0.1278,1.0294114520947464,0.13420153810230523,4.531792490242753,0.12437899374867424,0.5012169594001353,2.6234385563369433,29,29
1021,231.1044,0.9419,0.1394,0.019641150865272322,291.17144906743187,40.5893,0.0185,231.1044,0.9419,0.1394,0.9496652730986604,0.12668325766811256,4.661396368107095,0.11680778878425299,0.46121987018604005,2.24782852444457,29,29
1022,231.1044,0.9419,0.152,0.019641150865272322,267.03486842105264,40.5893,0.0185,231.1044,0.9419,0.152,0.9021962743829297,0.12593350480388626,4.770092875307898,0.11174192313366688,0.46126011175275655,2.0751812907973504,29,29
1023,231.1044,0.9419,0.1658,0.019641150865272322,244.80880579010858,40.5893,0.0185,231.1044,0.9419,0.1658,0.8668863327843758,0.12586620729508063,4.908943387819129,0.11268467102057582,0.4874611194251661,2.009006842090039,29,29
1024,231.1044,0.9419,0.1808,0.019641150865272322,224.49834070796462,40.5893,0.0185,231.1044,0.9419,0.1808,0.8515160860858219,0.127150654307706,5.086617809476246,0.11211156143120139,0.5180142730583833,2.0639878712382096,29,29
1025,252.0211,0.666,0.1278,0.027777777777777776,317.6001564945227,40.5893,0.0185,252.0211,0.666,0.1278,1.0270472129523547,0.12700176867566734,4.396839500872465,0.0829283192792541,0.5392773830482208,2.3905575273687925,29,29
1026,252.0211,0.666,0.1394,0.027777777777777776,291.17144906743187,40.5893,0.0185,252.0211,0.666,0.1394,0.9544589787375212,0.12353696935169346,4.561625220354639,0.09196883652795464,0.5566839536007906,2.2517521114636136,29,29
1027,252.0211,0.666,0.152,0.027777777777777776,267.03486842105264,40.5893,0.0185,252.0211,0.666,0.152,0.9084639989369724,0.12199008505249627,4.690907558133766,0.09789196573613647,0.5664064531392884,2.177913804556621,29,29
1028,252.0211,0.666,0.1658,0.027777777777777776,244.80880579010858,40.5893,0.0185,252.0211,0.666,0.1658,0.8751530412899081,0.12305093387347636,4.882562590109343,0.10555936957637382,0.5901454064357995,2.1901779240271653,29,29
1029,252.0211,0.666,0.1808,0.027777777777777776,224.49834070796462,40.5893,0.0185,252.0211,0.666,0.1808,0.8534802914782169,0.12417548811711598,5.011230421139671,0.11227429859204027,0.6118640263467015,2.232369442940132,29,29
1030,252.0211,0.7263,0.1278,0.02547156822249759,317.6001564945227,40.5893,0.0185,252.0211,0.7263,0.1278,1.030231453774294,0.12792759998482792,4.384829049597113,0.08437036226354142,0.5283509454184059,2.3910305942111494,29,29
1031,252.0211,0.7263,0.1394,0.02547156822249759,291.17144906743187,40.5893,0.0185,252.0211,0.7263,0.1394,0.9562499038734694,0.12344214285055308,4.522661945973333,0.08823754901372143,0.5255688042940501,2.1981300639371923,29,29
1032,252.0211,0.7263,0.152,0.02547156822249759,267.03486842105264,40.5893,0.0185,252.0211,0.7263,0.152,0.9000828462107161,0.12186765067251794,4.720602450336976,0.09506210824727275,0.536893923445129,2.0973193475280127,29,29
1033,252.0211,0.7263,0.1658,0.02547156822249759,244.80880579010858,40.5893,0.0185,252.0211,0.7263,0.1658,0.8697243755916935,0.12261944337704328,4.867083370505072,0.10098985080504086,0.5601445098289083,2.1054902257541617,29,29
1034,252.0211,0.7263,0.1808,0.02547156822249759,224.49834070796462,40.5893,0.0185,252.0211,0.7263,0.1808,0.8493246966844299,0.12402978549841172,4.996961711800516,0.10877121334595634,0.5922701468296011,2.1813416319720447,29,29
1035,252.0211,0.792,0.1278,0.023358585858585856,317.6001564945227,40.5893,0.0185,252.0211,0.792,0.1278,1.0250881811581263,0.1284270959925416,4.393659460488503,0.08838660270651891,0.5018446245252122,2.3862378629892373,29,29
1036,252.0211,0.792,0.1394,0.023358585858585856,291.17144906743187,40.5893,0.0185,252.0211,0.792,0.1394,0.9444737110693687,0.12360623662128255,4.536452034169101,0.0909245309167304,0.4963831201632596,2.127769099946424,29,29
1037,252.0211,0.792,0.152,0.023358585858585856,267.03486842105264,40.5893,0.0185,252.0211,0.792,0.152,0.8894472297702003,0.12203388929814024,4.700485866105621,0.09543578523208256,0.5120748260769011,2.028998509950091,29,29
1038,252.0211,0.792,0.1658,0.023358585858585856,244.80880579010858,40.5893,0.0185,252.0211,0.792,0.1658,0.8741951585847093,0.12314910685269993,4.891710167947704,0.1005524555415706,0.546547340426484,2.0785327234718536,29,29
1039,252.0211,0.792,0.1808,0.023358585858585856,224.49834070796462,40.5893,0.0185,252.0211,0.792,0.1808,0.8451284262142845,0.12427930262630547,5.0367230999852115,0.10600350725408614,0.5713778575624966,2.1317099945250924,29,29
1040,252.0211,0.8637,0.1278,0.021419474354521243,317.6001564945227,40.5893,0.0185,252.0211,0.8637,0.1278,1.0272708869326266,0.12979455638587106,4.4467842754890805,0.09410521744367606,0.4951202757063437,2.4259768390012773,29,29
1041,252.0211,0.8637,0.1394,0.021419474354521243,291.17144906743187,40.5893,0.0185,252.0211,0.8637,0.1394,0.9413224722988015,0.12453922128481301,4.582200725118003,0.09385204879977596,0.47178691722040605,2.093093319360307,29,29
1042,252.0211,0.8637,0.152,0.021419474354521243,267.03486842105264,40.5893,0.0185,252.0211,0.8637,0.152,0.8925368756810496,0.12263722121324556,4.736980387871994,0.09756872372691121,0.4921387509512224,1.995241714768955,29,29
1043,252.0211,0.8637,0.1658,0.021419474354521243,244.80880579010858,40.5893,0.0185,252.0211,0.8637,0.1658,0.8663200978894811,0.12319294151723982,4.870469482075407,0.09916822253735737,0.5137111134256053,1.9952262065440047,29,29
1044,252.0211,0.8637,0.1808,0.021419474354521243,224.49834070796462,40.5893,0.0185,252.0211,0.8637,0.1808,0.8522231512154738,0.12497157647344725,5.033275431333384,0.10490255086946632,0.5515605785067251,2.0865990079074694,29,29
1045,252.0211,0.9419,0.1278,0.019641150865272322,317.6001564945227,40.5893,0.0185,252.0211,0.9419,0.1278,1.0283142677065813,0.13062723565028153,4.4819426315788355,0.10357591132981245,0.48904153317164006,2.4583916803046826,29,29
1046,252.0211,0.9419,0.1394,0.019641150865272322,291.17144906743187,40.5893,0.0185,252.0211,0.9419,0.1394,0.9498268497828114,0.12456311349838327,4.584508469335083,0.09718840584861022,0.4691119564301497,2.181475732393174,29,29
1047,252.0211,0.9419,0.152,0.019641150865272322,267.03486842105264,40.5893,0.0185,252.0211,0.9419,0.152,0.9003140531308558,0.12343118682281788,4.7271746368627525,0.09843503617716634,0.4798894795945214,2.042247558804177,29,29
1048,252.0211,0.9419,0.1658,0.019641150865272322,244.80880579010858,40.5893,0.0185,252.0211,0.9419,0.1658,0.8672441949776295,0.12304269323409144,4.908176813916648,0.10153147935787465,0.5032926658586709,1.9898077376662402,29,29
1049,252.0211,0.9419,0.1808,0.019641150865272322,224.49834070796462,40.5893,0.0185,252.0211,0.9419,0.1808,0.8539285613486591,0.1258563614736274,5.066906684824226,0.10616905981527698,0.5434450035135016,2.0827045117271066,29,29
1050,274.831,0.666,0.1278,0.027777777777777776,317.6001564945227,40.5893,0.0185,274.831,0.666,0.1278,1.047967502370383,0.12678184576673024,4.33068289971794,0.09289334572886672,0.6195384057943095,2.5957408345040998,29,29
1051,274.831,0.666,0.1394,0.027777777777777776,291.17144906743187,40.5893,0.0185,274.831,0.666,0.1394,0.9703673950328613,0.12334045813106169,4.534265226599347,0.1015374491014065,0.615239070492868,2.4299065833256797,29,29
1052,274.831,0.666,0.152,0.027777777777777776,267.03486842105264,40.5893,0.0185,274.831,0.666,0.152,0.9141958993205964,0.1220897875343192,4.725478857905334,0.10861624226961501,0.6231996665459966,2.3569925601934707,29,29
1053,274.831,0.666,0.1658,0.027777777777777776,244.80880579010858,40.5893,0.0185,274.831,0.666,0.1658,0.882424013176382,0.12349445774472387,4.893583666825492,0.11821383963061372,0.6445178683858062,2.36206911105428,29,29
1054,274.831,0.666,0.1808,0.027777777777777776,224.49834070796462,40.5893,0.0185,274.831,0.666,0.1808,0.8626620619939167,0.12473825326146194,5.0376978383159585,0.12518842858190665,0.6619255027569576,2.396796925177865,29,29
1055,274.831,0.7263,0.1278,0.02547156822249759,317.6001564945227,40.5893,0.0185,274.831,0.7263,0.1278,1.0361532242464586,0.12570985842304025,4.348511635635468,0.0866304762475322,0.5788227838196678,2.4883832831257937,29,29
1056,274.831,0.7263,0.1394,0.02547156822249759,291.17144906743187,40.5893,0.0185,274.831,0.7263,0.1394,0.9616654999872246,0.12242199199344303,4.535198654130953,0.09285152437355947,0.5786847881928022,2.3378596657743866,29,29
1057,274.831,0.7263,0.152,0.02547156822249759,267.03486842105264,40.5893,0.0185,274.831,0.7263,0.152,0.9122702189771382,0.12147982469379544,4.704420357577088,0.10247356949666508,0.5908085330907417,2.245103197365073,29,29
1058,274.831,0.7263,0.1658,0.02547156822249759,244.80880579010858,40.5893,0.0185,274.831,0.7263,0.1658,0.8774484269161997,0.1223697694776906,4.859870195938994,0.10911698819975404,0.6087019497000808,2.2599511621954926,29,29
1059,274.831,0.7263,0.1808,0.02547156822249759,224.49834070796462,40.5893,0.0185,274.831,0.7263,0.1808,0.856230038584781,0.12397030147658883,5.027429284963397,0.11862902491853028,0.6347508803876721,2.299888500258882,29,29
1060,274.831,0.792,0.1278,0.023358585858585856,317.6001564945227,40.5893,0.0185,274.831,0.792,0.1278,1.0339970149459363,0.12575297937428995,4.359019063003447,0.0861040893443,0.5463722409443638,2.4323162518814794,29,29
1061,274.831,0.792,0.1394,0.023358585858585856,291.17144906743187,40.5893,0.0185,274.831,0.792,0.1394,0.959912979081278,0.12203767966837319,4.510256431823696,0.09108703747758833,0.5462631034348316,2.23940128828473,29,29
1062,274.831,0.792,0.152,0.023358585858585856,267.03486842105264,40.5893,0.0185,274.831,0.792,0.152,0.9058382868422629,0.12119644741940769,4.69590709627551,0.09684959008249695,0.5592918582101793,2.1690484136195747,29,29
1063,274.831,0.792,0.1658,0.023358585858585856,244.80880579010858,40.5893,0.0185,274.831,0.792,0.1658,0.8722642104190601,0.12174455280461988,4.8623876617033,0.1039702651249238,0.5792972353690283,2.15936544643743,29,29
