n,k_rate,tau_motor,tau_intensity,k_motor,kf_intensity,fgain_intensity_grid,gain_motor_grid,k_rate_grid,tau_motor_grid,tau_intensity_grid,swim_speed_err,omr_ratio_err,ssbf_ratio_err,bout_rate_err,bout_dist_err,bout_init_speed_err,num_conditions_np,num_valid_conditions_np
1537,252.0211,0.792,0.152,0.021464646464646464,291.20394736842104,44.263,0.017,252.0211,0.792,0.152,0.9060567263963661,0.11719462905869175,3.970781388092876,0.10061922736230512,0.45899080058961317,2.0329079848915153,29,29
1538,252.0211,0.792,0.1658,0.021464646464646464,266.96622436670685,44.263,0.017,252.0211,0.792,0.1658,0.8899131590357202,0.11748367968220252,4.127757521898504,0.10323465348754651,0.49352003774932757,2.1049944160180054,29,29
1539,252.0211,0.792,0.1808,0.021464646464646464,244.8174778761062,44.263,0.017,252.0211,0.792,0.1808,0.8798964817072983,0.11923295182620491,4.24002908681327,0.10869898793765236,0.5284921778991396,2.1828925186212484,29,29
1540,252.0211,0.8637,0.1278,0.019682760217668172,346.34585289514865,44.263,0.017,252.0211,0.8637,0.1278,1.068850988680866,0.1305493629446446,3.9341517378568,0.10168830924829628,0.5049128388453441,2.677651928155378,29,29
1541,252.0211,0.8637,0.1394,0.019682760217668172,317.5251076040172,44.263,0.017,252.0211,0.8637,0.1394,0.9795425553248244,0.12231459685240775,3.940988019060659,0.10138806320513796,0.4621040558398959,2.2855244161475636,29,29
1542,252.0211,0.8637,0.152,0.019682760217668172,291.20394736842104,44.263,0.017,252.0211,0.8637,0.152,0.9225442193549215,0.12042307655382731,4.046091528247436,0.10246248395305156,0.46499245741765693,2.134536588655931,29,29
1543,252.0211,0.8637,0.1658,0.019682760217668172,266.96622436670685,44.263,0.017,252.0211,0.8637,0.1658,0.8872729373667181,0.11748890755391168,4.130749135302503,0.10590668391385702,0.48620667575014515,2.104211860293688,29,29
1544,252.0211,0.8637,0.1808,0.019682760217668172,244.8174778761062,44.263,0.017,252.0211,0.8637,0.1808,0.8877668022190917,0.11894170942353641,4.253681005141601,0.10942582879400534,0.5296963441146204,2.227176088550769,29,29
1545,252.0211,0.9419,0.1278,0.018048625119439433,346.34585289514865,44.263,0.017,252.0211,0.9419,0.1278,1.0852390568331243,0.13345152564673124,3.990617972024569,0.11254474939207734,0.5453874228387099,2.8551431880463385,29,29
1546,252.0211,0.9419,0.1394,0.018048625119439433,317.5251076040172,44.263,0.017,252.0211,0.9419,0.1394,0.9845783336419613,0.12426618717801756,3.9869673352050112,0.10646128482472021,0.477032010836715,2.3810070523409665,29,29
1547,252.0211,0.9419,0.152,0.018048625119439433,291.20394736842104,44.263,0.017,252.0211,0.9419,0.152,0.925992392453545,0.11935827266216793,4.0597820075410525,0.10475167965970679,0.47492948343324,2.244431061702301,29,29
1548,252.0211,0.9419,0.1658,0.018048625119439433,266.96622436670685,44.263,0.017,252.0211,0.9419,0.1658,0.8933143779157033,0.11923653346968731,4.124370232965215,0.10818603784955601,0.4913988223593718,2.1663798323062218,29,29
1549,252.0211,0.9419,0.1808,0.018048625119439433,244.8174778761062,44.263,0.017,252.0211,0.9419,0.1808,0.9013625540766713,0.12115984366320111,4.285734280346379,0.11120092513739306,0.5396659209226219,2.302789804239575,29,29
1550,274.831,0.666,0.1278,0.025525525525525526,346.34585289514865,44.263,0.017,274.831,0.666,0.1278,0.9868887459247885,0.11625804173312888,3.640934372599916,0.09392165544060058,0.47826485798244944,2.153756267447004,29,29
1551,274.831,0.666,0.1394,0.025525525525525526,317.5251076040172,44.263,0.017,274.831,0.666,0.1394,0.9142056519643583,0.1111654382791956,3.7729193354709554,0.10152756541008244,0.4746628409772166,1.9646411687589456,29,29
1552,274.831,0.666,0.152,0.025525525525525526,291.20394736842104,44.263,0.017,274.831,0.666,0.152,0.868276514108596,0.10968757803693131,3.8793119248721504,0.11022445010788377,0.4947291948307854,1.9294707469866887,29,29
1553,274.831,0.666,0.1658,0.025525525525525526,266.96622436670685,44.263,0.017,274.831,0.666,0.1658,0.8522114769476175,0.11142705956219172,4.045841120535149,0.1174789137635957,0.5231158487259835,1.984648829824242,29,29
1554,274.831,0.666,0.1808,0.025525525525525526,244.8174778761062,44.263,0.017,274.831,0.666,0.1808,0.8476771303454598,0.11383081941210052,4.1957811653445,0.1246542253252219,0.5589075178945045,2.095397709318918,29,29
1555,274.831,0.7263,0.1278,0.02340630593418698,346.34585289514865,44.263,0.017,274.831,0.7263,0.1278,1.0005771187441703,0.1178003270823827,3.705342067800469,0.08965946702772983,0.4673770493614699,2.2006524853467546,29,29
1556,274.831,0.7263,0.1394,0.02340630593418698,317.5251076040172,44.263,0.017,274.831,0.7263,0.1394,0.9301726650313625,0.11230863655939827,3.782794301975228,0.09660593998864939,0.45448129518488894,1.9697206261078333,29,29
1557,274.831,0.7263,0.152,0.02340630593418698,291.20394736842104,44.263,0.017,274.831,0.7263,0.152,0.8761076082723768,0.11055818747641016,3.8927569366855157,0.1045461300394045,0.47382901407256073,1.9000867776696266,29,29
1558,274.831,0.7263,0.1658,0.02340630593418698,266.96622436670685,44.263,0.017,274.831,0.7263,0.1658,0.8551698251930582,0.1117791038552438,4.059632401056265,0.1125736506842924,0.5099395397466938,1.9629141744068328,29,29
1559,274.831,0.7263,0.1808,0.02340630593418698,244.8174778761062,44.263,0.017,274.831,0.7263,0.1808,0.8562180131942044,0.11419428302276566,4.185472299767,0.11779571020278772,0.5496016906748374,2.1167070052517154,29,29
1560,274.831,0.792,0.1278,0.021464646464646464,346.34585289514865,44.263,0.017,274.831,0.792,0.1278,1.0214851645433405,0.11996821133058716,3.7647512368436837,0.08858209075331755,0.4626507317779726,2.2823916122767645,29,29
1561,274.831,0.792,0.1394,0.021464646464646464,317.5251076040172,44.263,0.017,274.831,0.792,0.1394,0.9349269449513035,0.11373699772143582,3.8251012961670714,0.09445823875752121,0.44766944479160176,1.998365470007789,29,29
1562,274.831,0.792,0.152,0.021464646464646464,291.20394736842104,44.263,0.017,274.831,0.792,0.152,0.8784914100295453,0.1116383551943858,3.9114642861259403,0.10214681795858398,0.4562021910873491,1.876864087669364,29,29
1563,274.831,0.792,0.1658,0.021464646464646464,266.96622436670685,44.263,0.017,274.831,0.792,0.1658,0.8688168627999975,0.11391729612120216,4.083593969871951,0.10695731303316781,0.4937270328321584,1.9706415040207481,29,29
1564,274.831,0.792,0.1808,0.021464646464646464,244.8174778761062,44.263,0.017,274.831,0.792,0.1808,0.8612725346658522,0.11544549493025544,4.208917792239879,0.11429361299243757,0.5385778514857579,2.104597002845267,29,29
1565,274.831,0.8637,0.1278,0.019682760217668172,346.34585289514865,44.263,0.017,274.831,0.8637,0.1278,1.03187140565586,0.12101134490659154,3.8021705609194334,0.09158532564065744,0.4633141799185486,2.3675368101079903,29,29
1566,274.831,0.8637,0.1394,0.019682760217668172,317.5251076040172,44.263,0.017,274.831,0.8637,0.1394,0.9505473067581725,0.11572426296624352,3.853246966268945,0.09241033535028058,0.44071441729704247,2.0809960819540056,29,29
1567,274.831,0.8637,0.152,0.019682760217668172,291.20394736842104,44.263,0.017,274.831,0.8637,0.152,0.9020448695965363,0.11427168562005872,3.9506615757220542,0.09841701568363777,0.45260287511728625,1.9615726576603303,29,29
1568,274.831,0.8637,0.1658,0.019682760217668172,266.96622436670685,44.263,0.017,274.831,0.8637,0.1658,0.8755895715992724,0.11422619214220109,4.095832926492633,0.10388795604096554,0.4910025136032882,2.0353421051226768,29,29
1569,274.831,0.8637,0.1808,0.019682760217668172,244.8174778761062,44.263,0.017,274.831,0.8637,0.1808,0.8724352525043655,0.11664491303402869,4.206085028369327,0.1097135901049001,0.5282600566100013,2.1258427473021992,29,29
1570,274.831,0.9419,0.1278,0.018048625119439433,346.34585289514865,44.263,0.017,274.831,0.9419,0.1278,1.057440606960775,0.12384332455731144,3.8713959063908776,0.09412726959323368,0.49167503380282096,2.561366199268006,29,29
1571,274.831,0.9419,0.1394,0.018048625119439433,317.5251076040172,44.263,0.017,274.831,0.9419,0.1394,0.9615787916158854,0.11756826057616877,3.886251957290957,0.0941280094314163,0.4407930207816373,2.147970274566617,29,29
1572,274.831,0.9419,0.152,0.018048625119439433,291.20394736842104,44.263,0.017,274.831,0.9419,0.152,0.9096765044067551,0.11424989667267264,3.947864758240947,0.09579069331236661,0.448957992094149,2.045741507450071,29,29
1573,274.831,0.9419,0.1658,0.018048625119439433,266.96622436670685,44.263,0.017,274.831,0.9419,0.1658,0.8888223084154174,0.11570030690925887,4.101798562978343,0.10129095012724262,0.4824067595799637,2.077054334247179,29,29
1574,274.831,0.9419,0.1808,0.018048625119439433,244.8174778761062,44.263,0.017,274.831,0.9419,0.1808,0.8775224012594641,0.11656153254269744,4.2346344352240015,0.10730542079921652,0.5217777962406285,2.1540470712905413,29,29
1575,299.7053,0.666,0.1278,0.025525525525525526,346.34585289514865,44.263,0.017,299.7053,0.666,0.1278,0.9796061066199075,0.11385419803321398,3.6347670444544797,0.10874041939134994,0.5356150117782962,2.229904710890375,29,29
1576,299.7053,0.666,0.1394,0.025525525525525526,317.5251076040172,44.263,0.017,299.7053,0.666,0.1394,0.8963112910996384,0.10822201784986442,3.7266438588794855,0.11656882172178835,0.5250654219112769,2.0451392507680843,29,29
1577,299.7053,0.666,0.152,0.025525525525525526,291.20394736842104,44.263,0.017,299.7053,0.666,0.152,0.8672348957210536,0.10804924552443092,3.893885344121078,0.1255496288961557,0.544330172565431,2.036895664410687,29,29
1578,299.7053,0.666,0.1658,0.025525525525525526,266.96622436670685,44.263,0.017,299.7053,0.666,0.1658,0.8486156266167332,0.1091908559054294,4.043051409610359,0.13172097274081568,0.5668148400226245,2.0841979192074693,29,29
1579,299.7053,0.666,0.1808,0.025525525525525526,244.8174778761062,44.263,0.017,299.7053,0.666,0.1808,0.846883215754572,0.11324623872204859,4.195616280302427,0.1393309473267589,0.598320218897747,2.1761403625572013,29,29
1580,299.7053,0.7263,0.1278,0.02340630593418698,346.34585289514865,44.263,0.017,299.7053,0.7263,0.1278,0.9979818712945204,0.11418635213929637,3.650671739012086,0.09682029712028589,0.5056350597111112,2.225834161585005,29,29
1581,299.7053,0.7263,0.1394,0.02340630593418698,317.5251076040172,44.263,0.017,299.7053,0.7263,0.1394,0.91478588076905,0.10992904658021818,3.759613990191567,0.10718745921641257,0.5022097952752914,2.0354588347671534,29,29
1582,299.7053,0.7263,0.152,0.02340630593418698,291.20394736842104,44.263,0.017,299.7053,0.7263,0.152,0.870607782242169,0.10914415046979704,3.893075058173024,0.11605549544713527,0.5167255559780302,1.9660475003164417,29,29
1583,299.7053,0.7263,0.1658,0.02340630593418698,266.96622436670685,44.263,0.017,299.7053,0.7263,0.1658,0.8467200932852191,0.10998237612946823,4.044542171485216,0.12566163758475785,0.5493472683168221,2.0231744183416907,29,29
1584,299.7053,0.7263,0.1808,0.02340630593418698,244.8174778761062,44.263,0.017,299.7053,0.7263,0.1808,0.848020876731331,0.11278266401072477,4.16569307304771,0.1294951125423783,0.5723985323205685,2.1221660714897523,29,29
1585,299.7053,0.792,0.1278,0.021464646464646464,346.34585289514865,44.263,0.017,299.7053,0.792,0.1278,0.9999779818114509,0.11546230231932639,3.6491955201904447,0.09280316694616067,0.49005253351692385,2.2227678425517525,29,29
1586,299.7053,0.792,0.1394,0.021464646464646464,317.5251076040172,44.263,0.017,299.7053,0.792,0.1394,0.9257087051571047,0.11059763627725577,3.7514638635510518,0.09909297088983518,0.47889575910859306,2.022827379103196,29,29
1587,299.7053,0.792,0.152,0.021464646464646464,291.20394736842104,44.263,0.017,299.7053,0.792,0.152,0.8778108797005275,0.10958274068476782,3.9059767445597564,0.10848738259321646,0.49537830744466776,1.948723058979658,29,29
1588,299.7053,0.792,0.1658,0.021464646464646464,266.96622436670685,44.263,0.017,299.7053,0.792,0.1658,0.8571217336584788,0.11010306647503558,4.031997053154626,0.11541420881767307,0.5239792633508328,1.9964777067220147,29,29
1589,299.7053,0.792,0.1808,0.021464646464646464,244.8174778761062,44.263,0.017,299.7053,0.792,0.1808,0.8584496171512968,0.11383557106091162,4.188515360882094,0.12209307247473494,0.5614053288632154,2.130248550256029,29,29
1590,299.7053,0.8637,0.1278,0.019682760217668172,346.34585289514865,44.263,0.017,299.7053,0.8637,0.1278,1.0211313240880493,0.11750269716905491,3.705068891111034,0.08850913999130001,0.48520212452876893,2.3064679644342694,29,29
1591,299.7053,0.8637,0.1394,0.019682760217668172,317.5251076040172,44.263,0.017,299.7053,0.8637,0.1394,0.9390870594606926,0.1123359320411557,3.832790853545208,0.09418278063371831,0.4716585424646868,2.0541460608563797,29,29
1592,299.7053,0.8637,0.152,0.019682760217668172,291.20394736842104,44.263,0.017,299.7053,0.8637,0.152,0.8832321714204224,0.1099255032385356,3.9086685594826385,0.10302966731440412,0.48382231310675083,1.9497983084138035,29,29
1593,299.7053,0.8637,0.1658,0.019682760217668172,266.96622436670685,44.263,0.017,299.7053,0.8637,0.1658,0.8632040910816505,0.11081750165117497,4.051549919831279,0.11153662330941663,0.513166573531248,1.9892627047315152,29,29
1594,299.7053,0.8637,0.1808,0.019682760217668172,244.8174778761062,44.263,0.017,299.7053,0.8637,0.1808,0.8551363074109107,0.11384132546113122,4.179950835652385,0.11563002700645099,0.5442197437821659,2.1056712904781296,29,29
1595,299.7053,0.9419,0.1278,0.018048625119439433,346.34585289514865,44.263,0.017,299.7053,0.9419,0.1278,1.03506821537158,0.11899907568197421,3.7827961126252725,0.08903853888232234,0.4839124939733651,2.403986406856595,29,29
1596,299.7053,0.9419,0.1394,0.018048625119439433,317.5251076040172,44.263,0.017,299.7053,0.9419,0.1394,0.939286639635527,0.11207801974168105,3.789417116612743,0.0908865744566816,0.4462033219519578,2.0514967360042555,29,29
1597,299.7053,0.9419,0.152,0.018048625119439433,291.20394736842104,44.263,0.017,299.7053,0.9419,0.152,0.8913345874135242,0.11087026523867746,3.9266348499076673,0.1001483710148671,0.4614428547406746,1.9260554181494038,29,29
1598,299.7053,0.9419,0.1658,0.018048625119439433,266.96622436670685,44.263,0.017,299.7053,0.9419,0.1658,0.8659913832265107,0.11146378705219484,4.038655403256338,0.10550811211520493,0.4936442004582188,1.9862683902075007,29,29
1599,299.7053,0.9419,0.1808,0.018048625119439433,244.8174778761062,44.263,0.017,299.7053,0.9419,0.1808,0.8626046797032104,0.11371689198553618,4.188402877848397,0.11236639446051748,0.5347934376621628,2.1002568107247996,29,29
1600,326.831,0.666,0.1278,0.025525525525525526,346.34585289514865,44.263,0.017,326.831,0.666,0.1278,0.9732714590144819,0.11057892519307448,3.5804968447880516,0.1279459451591884,0.6004015872826248,2.3907200852537875,29,29
1601,326.831,0.666,0.1394,0.025525525525525526,317.5251076040172,44.263,0.017,326.831,0.666,0.1394,0.8956069310354939,0.10610842375194711,3.7256910592132466,0.13701455144079155,0.5884732630017402,2.2111382584110757,29,29
1602,326.831,0.666,0.152,0.025525525525525526,291.20394736842104,44.263,0.017,326.831,0.666,0.152,0.8489162432231989,0.10635829299983636,3.880101566616842,0.14521801251839325,0.5964998234619707,2.1503471030950156,29,29
1603,326.831,0.666,0.1658,0.025525525525525526,266.96622436670685,44.263,0.017,326.831,0.666,0.1658,0.8367004914699584,0.10877327365884729,4.062686123734583,0.15271700238927582,0.6114458873747861,2.1686750540500084,29,29
1604,326.831,0.666,0.1808,0.025525525525525526,244.8174778761062,44.263,0.017,326.831,0.666,0.1808,0.8345482038977943,0.11163561575157155,4.213758921445968,0.15709410959798795,0.6314671559512659,2.254023974131583,29,29
1605,326.831,0.7263,0.1278,0.02340630593418698,346.34585289514865,44.263,0.017,326.831,0.7263,0.1278,0.9768858319361877,0.11158586277270852,3.599062429016439,0.11732440276850176,0.5700743170904666,2.3233869452158156,29,29
1606,326.831,0.7263,0.1394,0.02340630593418698,317.5251076040172,44.263,0.017,326.831,0.7263,0.1394,0.8994445356838137,0.10682827024303942,3.732125808596351,0.1246358224819383,0.551614759602658,2.1215604672853297,29,29
1607,326.831,0.7263,0.152,0.02340630593418698,291.20394736842104,44.263,0.017,326.831,0.7263,0.152,0.8604501824957099,0.10710139761895174,3.8881252030896354,0.13528940526186087,0.5735118430455224,2.0905228609866597,29,29
1608,326.831,0.7263,0.1658,0.02340630593418698,266.96622436670685,44.263,0.017,326.831,0.7263,0.1658,0.8377112120232559,0.10820438020918348,4.028489279475403,0.14112222041418698,0.5835314515101828,2.1083029541619855,29,29
1609,326.831,0.7263,0.1808,0.02340630593418698,244.8174778761062,44.263,0.017,326.831,0.7263,0.1808,0.8438234321958492,0.11188693902586626,4.208818946002181,0.14644391408803764,0.608358456525747,2.206575825201909,29,29
1610,326.831,0.792,0.1278,0.021464646464646464,346.34585289514865,44.263,0.017,326.831,0.792,0.1278,1.000461266943118,0.1128437913319159,3.628107193866764,0.10546202628993831,0.5334193791646369,2.2825996267481843,29,29
1611,326.831,0.792,0.1394,0.021464646464646464,317.5251076040172,44.263,0.017,326.831,0.792,0.1394,0.9151356350784869,0.1075555110869825,3.734615732832978,0.11645407956410186,0.5346251076598545,2.097789618222772,29,29
1612,326.831,0.792,0.152,0.021464646464646464,291.20394736842104,44.263,0.017,326.831,0.792,0.152,0.8623678435738338,0.10693502876633491,3.8747961303625873,0.12477064297780155,0.5407867551813338,2.019268169681257,29,29
1613,326.831,0.792,0.1658,0.021464646464646464,266.96622436670685,44.263,0.017,326.831,0.792,0.1658,0.8471493259321953,0.10845243147261256,4.023987370688099,0.13385616024775532,0.5639546095562491,2.05638913181965,29,29
1614,326.831,0.792,0.1808,0.021464646464646464,244.8174778761062,44.263,0.017,326.831,0.792,0.1808,0.8433072935719401,0.11119713022048865,4.184448408414557,0.13817603345215965,0.5915304909045495,2.1742492625320726,29,29
1615,326.831,0.8637,0.1278,0.019682760217668172,346.34585289514865,44.263,0.017,326.831,0.8637,0.1278,1.0061636799085394,0.11339671382727091,3.6643854930898034,0.0956505101714896,0.5157900388686552,2.3154566631498295,29,29
1616,326.831,0.8637,0.1394,0.019682760217668172,317.5251076040172,44.263,0.017,326.831,0.8637,0.1394,0.9264454200603747,0.10811356315922671,3.7522590803763425,0.10601373199929212,0.5106092281595525,2.100781428477862,29,29
1617,326.831,0.8637,0.152,0.019682760217668172,291.20394736842104,44.263,0.017,326.831,0.8637,0.152,0.8746897973472989,0.10826684346239021,3.9074623511726476,0.11675854180827056,0.5212747355599071,1.991863247275058,29,29
1618,326.831,0.8637,0.1658,0.019682760217668172,266.96622436670685,44.263,0.017,326.831,0.8637,0.1658,0.8463851588932411,0.10867755336804358,4.0238072248994525,0.12400663677007345,0.5389244414322137,2.008194854776493,29,29
1619,326.831,0.8637,0.1808,0.019682760217668172,244.8174778761062,44.263,0.017,326.831,0.8637,0.1808,0.8505973092858431,0.11153614587018532,4.191564404630068,0.13084952770261388,0.5772647832161125,2.14694685320106,29,29
1620,326.831,0.9419,0.1278,0.018048625119439433,346.34585289514865,44.263,0.017,326.831,0.9419,0.1278,1.0228490215272388,0.11338880870330509,3.7053693505547245,0.08845617483481888,0.49863169617600556,2.348805585914314,29,29
1621,326.831,0.9419,0.1394,0.018048625119439433,317.5251076040172,44.263,0.017,326.831,0.9419,0.1394,0.9349376481180213,0.10944979241505083,3.7719365012097406,0.09996279558858823,0.48773169279979495,2.064884937810913,29,29
1622,326.831,0.9419,0.152,0.018048625119439433,291.20394736842104,44.263,0.017,326.831,0.9419,0.152,0.8807885916292927,0.10709589484948363,3.8796662747877386,0.10968673999470722,0.49870184026050746,1.9672999868980998,29,29
1623,326.831,0.9419,0.1658,0.018048625119439433,266.96622436670685,44.263,0.017,326.831,0.9419,0.1658,0.8560876124555752,0.10875200029174614,4.0492177454318945,0.11843152567041526,0.5281640254578608,2.0032509601189354,29,29
1624,326.831,0.9419,0.1808,0.018048625119439433,244.8174778761062,44.263,0.017,326.831,0.9419,0.1808,0.8606264017104783,0.11216549595402445,4.195314461410502,0.12435095060548065,0.5680293054234721,2.1594977314573955,29,29
1625,231.1044,0.666,0.1278,0.027777777777777776,346.34585289514865,44.263,0.0185,231.1044,0.666,0.1278,1.2110837448482834,0.14823225384488603,4.2801855903491095,0.1559533214917846,0.7921903581603331,4.015807369440865,29,29
1626,231.1044,0.666,0.1394,0.027777777777777776,317.5251076040172,44.263,0.0185,231.1044,0.666,0.1394,1.0946097557231458,0.13663934068982841,4.188958936679219,0.1440273040683493,0.679956879992044,3.457749445974574,29,29
1627,231.1044,0.666,0.152,0.027777777777777776,291.20394736842104,44.263,0.0185,231.1044,0.666,0.152,1.0154897061921162,0.1301258363076887,4.183218875978274,0.13668335124496314,0.6147577886119772,3.076474101738435,29,29
1628,231.1044,0.666,0.1658,0.027777777777777776,266.96622436670685,44.263,0.0185,231.1044,0.666,0.1658,0.9729196987579322,0.1277929322124091,4.248350622310447,0.13163735472969926,0.5967581277923723,2.8956388268485624,29,29
1629,231.1044,0.666,0.1808,0.027777777777777776,244.8174778761062,44.263,0.0185,231.1044,0.666,0.1808,0.9600739674967286,0.12843355362908196,4.3435894417933545,0.129696689567507,0.6278564413012792,2.942449036220482,29,29
1630,231.1044,0.7263,0.1278,0.02547156822249759,346.34585289514865,44.263,0.0185,231.1044,0.7263,0.1278,1.226768921074813,0.1520216455236996,4.3548167189757745,0.1745463274364685,0.8638984706294688,4.3231758699235945,29,29
1631,231.1044,0.7263,0.1394,0.02547156822249759,317.5251076040172,44.263,0.0185,231.1044,0.7263,0.1394,1.1268892760367004,0.14104115816924093,4.270731225580702,0.16166067210126658,0.756569950133988,3.800077309313047,29,29
1632,231.1044,0.7263,0.152,0.02547156822249759,291.20394736842104,44.263,0.0185,231.1044,0.7263,0.152,1.0492749877617067,0.1335031120085912,4.227572232700853,0.15055669130998636,0.6938820004972088,3.4356914344984526,29,29
1633,231.1044,0.7263,0.1658,0.02547156822249759,266.96622436670685,44.263,0.0185,231.1044,0.7263,0.1658,1.0021558862235898,0.13077593466843734,4.306103146838987,0.14532075054569263,0.6542862007299372,3.191036244791282,29,29
1634,231.1044,0.7263,0.1808,0.02547156822249759,244.8174778761062,44.263,0.0185,231.1044,0.7263,0.1808,0.974256266481446,0.12949828395854793,4.390456450341649,0.1412616340144963,0.6503492148957988,3.076947501847175,29,29
1635,231.1044,0.792,0.1278,0.023358585858585856,346.34585289514865,44.263,0.0185,231.1044,0.792,0.1278,1.2806311579511978,0.15739670246395898,4.451348416504859,0.1937351822474388,0.9876615733968952,4.864561565567478,29,29
1636,231.1044,0.792,0.1394,0.023358585858585856,317.5251076040172,44.263,0.0185,231.1044,0.792,0.1394,1.168828702996279,0.1430962526822531,4.355894980400013,0.17633395373350985,0.8410090436419811,4.177296177353529,29,29
1637,231.1044,0.792,0.152,0.023358585858585856,291.20394736842104,44.263,0.0185,231.1044,0.792,0.152,1.0723999218928897,0.13586742995772166,4.330208979195386,0.16452381845895786,0.7451043457514706,3.686291022899885,29,29
1638,231.1044,0.792,0.1658,0.023358585858585856,266.96622436670685,44.263,0.0185,231.1044,0.792,0.1658,1.0100393006531352,0.13290354411628752,4.35148521321117,0.1590611576198741,0.6993925281566546,3.4002289857709465,29,29
1639,231.1044,0.792,0.1808,0.023358585858585856,244.8174778761062,44.263,0.0185,231.1044,0.792,0.1808,0.9845185704808859,0.13180033196560165,4.409146097476774,0.15154912928561734,0.6869180468736645,3.2802966696347347,29,29
1640,231.1044,0.8637,0.1278,0.021419474354521243,346.34585289514865,44.263,0.0185,231.1044,0.8637,0.1278,1.3210062355979788,0.16111157192832762,4.594433521899373,0.21271196564197586,1.0877577277901775,5.295980549007124,29,29
1641,231.1044,0.8637,0.1394,0.021419474354521243,317.5251076040172,44.263,0.0185,231.1044,0.8637,0.1394,1.1882322419302525,0.14773851671381863,4.468030515511186,0.1962692955872265,0.9192189674891266,4.49643968486576,29,29
1642,231.1044,0.8637,0.152,0.021419474354521243,291.20394736842104,44.263,0.0185,231.1044,0.8637,0.152,1.0922642804843492,0.13884755419507563,4.403378564965548,0.17956714839648824,0.8159070777044151,3.9932020207437415,29,29
1643,231.1044,0.8637,0.1658,0.021419474354521243,266.96622436670685,44.263,0.0185,231.1044,0.8637,0.1658,1.0371013204730926,0.13429268546733072,4.431119208034193,0.17067151913360445,0.7582975448223028,3.682514994165424,29,29
1644,231.1044,0.8637,0.1808,0.021419474354521243,244.8174778761062,44.263,0.0185,231.1044,0.8637,0.1808,0.997117113774243,0.13274642023769365,4.443173967883057,0.16258963985106448,0.7294000294109528,3.484439073677909,29,29
1645,231.1044,0.9419,0.1278,0.019641150865272322,346.34585289514865,44.263,0.0185,231.1044,0.9419,0.1278,1.3598889892952997,0.16686249794064836,4.6938930038178395,0.22884234402966552,1.1726473464009861,5.653606063751036,29,29
1646,231.1044,0.9419,0.1394,0.019641150865272322,317.5251076040172,44.263,0.0185,231.1044,0.9419,0.1394,1.2251010774006765,0.1524643655800232,4.5333058142716265,0.21134501606262449,1.0144658644642637,4.9218617959393285,29,29
1647,231.1044,0.9419,0.152,0.019641150865272322,291.20394736842104,44.263,0.0185,231.1044,0.9419,0.152,1.1171596821872245,0.14183349510586754,4.454706164666217,0.19363559136398517,0.8792985907022275,4.280485693215694,29,29
1648,231.1044,0.9419,0.1658,0.019641150865272322,266.96622436670685,44.263,0.0185,231.1044,0.9419,0.1658,1.0583963060355364,0.13772585271356566,4.445862223436449,0.18302597446153682,0.8111342511315092,3.928050746070253,29,29
1649,231.1044,0.9419,0.1808,0.019641150865272322,244.8174778761062,44.263,0.0185,231.1044,0.9419,0.1808,1.015220387450354,0.13586006044784577,4.534601814115939,0.17572837778353403,0.7779121992914073,3.7094797578056316,29,29
1650,252.0211,0.666,0.1278,0.027777777777777776,346.34585289514865,44.263,0.0185,252.0211,0.666,0.1278,1.167574289157441,0.1376956538404398,4.129368518756578,0.1329277611709762,0.6830839193967218,3.5607172647256475,29,29
1651,252.0211,0.666,0.1394,0.027777777777777776,317.5251076040172,44.263,0.0185,252.0211,0.666,0.1394,1.0474222184556687,0.12750002277127098,4.043957505878392,0.12179408727701371,0.5731993183939909,3.003405787730769,29,29
1652,252.0211,0.666,0.152,0.027777777777777776,291.20394736842104,44.263,0.0185,252.0211,0.666,0.152,0.9940009557437252,0.12420377509139596,4.104454632216054,0.11805769007608201,0.5565192567601988,2.7807232394804364,29,29
1653,252.0211,0.666,0.1658,0.027777777777777776,266.96622436670685,44.263,0.0185,252.0211,0.666,0.1658,0.9468762961054009,0.1222469610575175,4.183773528718862,0.11425340754028034,0.5460839247502393,2.6457472668183204,29,29
1654,252.0211,0.666,0.1808,0.027777777777777776,244.8174778761062,44.263,0.0185,252.0211,0.666,0.1808,0.9389082204639723,0.12326626705001965,4.30299307653086,0.11463361716257743,0.5761514305269053,2.674916538263421,29,29
1655,252.0211,0.7263,0.1278,0.02547156822249759,346.34585289514865,44.263,0.0185,252.0211,0.7263,0.1278,1.1935489443981,0.14120812381880818,4.1932656448541685,0.14856081073287564,0.7646141326598591,3.926693342580838,29,29
1656,252.0211,0.7263,0.1394,0.02547156822249759,317.5251076040172,44.263,0.0185,252.0211,0.7263,0.1394,1.0816982542124516,0.13145934712615,4.125992896205964,0.13688299365591197,0.6536699411431222,3.3427359149429283,29,29
1657,252.0211,0.7263,0.152,0.02547156822249759,291.20394736842104,44.263,0.0185,252.0211,0.7263,0.152,1.007907036323743,0.12621959093409538,4.123759157669341,0.12896939481434375,0.6019105179433567,3.06180187744133,29,29
1658,252.0211,0.7263,0.1658,0.02547156822249759,266.96622436670685,44.263,0.0185,252.0211,0.7263,0.1658,0.969208126288118,0.12418447181924185,4.2344425486180635,0.12422410804204063,0.5808161405925143,2.8407295907984182,29,29
