n,tau,tau_motor,k_rate,k_motor,gain_rate_grid,tau_grid,gain_motor_grid,tau_motor_grid,swim_speed_err,omr_ratio_err,ssbf_ratio_err,bout_rate_err,bout_dist_err,bout_init_speed_err,num_conditions_np,num_valid_conditions_np
282,0.02,0.112,70710.7,0.40178571428571425,1414.214,0.02,0.045,0.112,5.034479286914918,0.5702413052034556,15.109469754893041,0.9942594382518234,0.5325172109703317,0.5680147680533572,29,29
283,0.02,0.158,70710.7,0.28481012658227844,1414.214,0.02,0.045,0.158,5.449015390453139,0.6120105461322956,16.631747549918494,1.0556610673197007,0.5322527071655455,0.5680147680533572,29,29
284,0.02,0.224,70710.7,0.20089285714285712,1414.214,0.02,0.045,0.224,5.946222540518689,0.6765756685318505,18.52713631617494,1.1445046892663882,0.5319374087340938,0.5680147680533572,29,29
285,0.02,0.056,70710.7,1.1428571428571428,1414.214,0.02,0.064,0.056,4.713469343072254,0.5239879097136416,13.713280602370235,0.9290370544341644,0.5326199775501091,0.5680147680533572,29,29
286,0.02,0.079,70710.7,0.810126582278481,1414.214,0.02,0.064,0.079,4.9665547141291695,0.55449600153855,14.526061447424688,0.9676560154148054,0.5325540276825667,0.5680147680533572,29,29
287,0.02,0.112,70710.7,0.5714285714285714,1414.214,0.02,0.064,0.112,5.235347799809554,0.5915751403598317,15.684099280436453,1.017142271982229,0.532391488210412,0.5680147680533572,29,29
288,0.02,0.158,70710.7,0.4050632911392405,1414.214,0.02,0.064,0.158,5.582995700189898,0.6308473607295239,17.11041034749445,1.0825127507427486,0.5322480322698135,0.5680147680533572,29,29
289,0.02,0.224,70710.7,0.2857142857142857,1414.214,0.02,0.064,0.224,6.08432818492253,0.6978350547901067,19.11967805268031,1.177307035267019,0.5317767278544191,0.5680147680533572,29,29
290,0.02,0.056,70710.7,1.625,1414.214,0.02,0.091,0.056,4.829149728989223,0.5374065249531094,14.051957313945955,0.9427792301516342,0.5326579988161693,0.5680147680533572,29,29
291,0.02,0.079,70710.7,1.1518987341772151,1414.214,0.02,0.091,0.079,5.079473729669876,0.5710381689441963,14.80277342358754,0.9855535818334119,0.5324906011688346,0.5680147680533572,29,29
292,0.02,0.112,70710.7,0.8125,1414.214,0.02,0.091,0.112,5.3730832795934536,0.6048808899570377,16.165853017270752,1.0389149564518256,0.5322841129365709,0.5680147680533572,29,29
293,0.02,0.158,70710.7,0.5759493670886076,1414.214,0.02,0.091,0.158,5.733774773502602,0.6548824316820675,17.69053064691966,1.109312770509754,0.5321035083049799,0.5680147680533572,29,29
294,0.02,0.224,70710.7,0.40625,1414.214,0.02,0.091,0.224,6.268603879963927,0.7265118267447314,19.711221717204634,1.2070848448225024,0.5316734181567195,0.5680147680533572,29,29
295,0.02,0.056,70710.7,2.2857142857142856,1414.214,0.02,0.128,0.056,4.927727054341871,0.5492333130331811,14.281132680383385,0.9553724309984456,0.5325650235092497,0.5680147680533572,29,29
296,0.02,0.079,70710.7,1.620253164556962,1414.214,0.02,0.128,0.079,5.114052850578915,0.5812880866272171,15.036136130161852,1.0012878803335008,0.532448628703861,0.5680147680533572,29,29
297,0.02,0.112,70710.7,1.1428571428571428,1414.214,0.02,0.128,0.112,5.451301019613605,0.6144537100840126,16.440368821447766,1.0581362578570797,0.5323256280412855,0.5680147680533572,29,29
298,0.02,0.158,70710.7,0.810126582278481,1414.214,0.02,0.128,0.158,5.907216052055497,0.6759104272282301,18.22551439235414,1.1343025425201119,0.5319624045417239,0.5680147680533572,29,29
299,0.02,0.224,70710.7,0.5714285714285714,1414.214,0.02,0.128,0.224,6.450919740689381,0.7491280618211045,20.253432932031487,1.2333817016736468,0.5314327299011751,0.5680147680533572,29,29
300,0.04,0.056,35355.35,0.5714285714285714,1414.214,0.04,0.032,0.056,4.41714501012463,0.4848289097082475,12.508335310385036,0.8683710754541869,0.531312770596944,0.5680147680533572,29,29
301,0.04,0.079,35355.35,0.4050632911392405,1414.214,0.04,0.032,0.079,4.484330215726589,0.49570305606189585,13.006600189651458,0.8876210748218687,0.5320615932649265,0.5680147680533572,29,29
302,0.04,0.112,35355.35,0.2857142857142857,1414.214,0.04,0.032,0.112,4.6433629623340815,0.5146552415270141,13.873930383898252,0.9162523678623383,0.5326980626192703,0.5680147680533572,29,29
303,0.04,0.158,35355.35,0.20253164556962025,1414.214,0.04,0.032,0.158,4.9038945236703455,0.544090011143109,14.874656672098638,0.9607219007084092,0.5326015075914037,0.5680147680533572,29,29
304,0.04,0.224,35355.35,0.14285714285714285,1414.214,0.04,0.032,0.224,5.292697767961404,0.5967911313770676,16.519511087233237,1.0351615529961897,0.5323958005197035,0.5680147680533572,29,29
305,0.04,0.056,35355.35,0.8035714285714285,1414.214,0.04,0.045,0.056,4.56135412043286,0.5018536808391977,12.790170265294092,0.8859794991368425,0.5327266583600838,0.5680147680533572,29,29
306,0.04,0.079,35355.35,0.5696202531645569,1414.214,0.04,0.045,0.079,4.6281557540526075,0.515893957056113,13.499982402942667,0.9100807913780009,0.532694488322178,0.5680147680533572,29,29
307,0.04,0.112,35355.35,0.40178571428571425,1414.214,0.04,0.045,0.112,4.84513828736475,0.5327318671337046,14.322991333619287,0.9442722288228983,0.5326205072291811,0.5680147680533572,29,29
308,0.04,0.158,35355.35,0.28481012658227844,1414.214,0.04,0.045,0.158,5.0208871536672,0.5673994062905846,15.397637354100814,0.9949973337240434,0.5325481275241097,0.5680147680533572,29,29
309,0.04,0.224,35355.35,0.20089285714285712,1414.214,0.04,0.045,0.224,5.552151586979579,0.6256253126736504,17.299198719939227,1.0752905731467333,0.532188495028405,0.5680147680533572,29,29
310,0.04,0.056,35355.35,1.1428571428571428,1414.214,0.04,0.064,0.056,4.556522993803177,0.5085027542318105,12.991343096219172,0.9006796912871848,0.5327259652060734,0.5680147680533572,29,29
311,0.04,0.079,35355.35,0.810126582278481,1414.214,0.04,0.064,0.079,4.758153803454532,0.525998113232425,13.904544555890556,0.9301488624332167,0.5326532325809866,0.5680147680533572,29,29
312,0.04,0.112,35355.35,0.5714285714285714,1414.214,0.04,0.064,0.112,4.941091750490353,0.5515211141202555,14.78228840185999,0.9709474866603911,0.5325794433863255,0.5680147680533572,29,29
313,0.04,0.158,35355.35,0.4050632911392405,1414.214,0.04,0.064,0.158,5.275132603316151,0.5963849385183586,16.07119463791052,1.027151219528666,0.5323715080408216,0.5680147680533572,29,29
314,0.04,0.224,35355.35,0.2857142857142857,1414.214,0.04,0.064,0.224,5.712161240074782,0.6524656673192256,17.992347377865478,1.1113096769348312,0.5321214761090226,0.5680147680533572,29,29
315,0.04,0.056,35355.35,1.625,1414.214,0.04,0.091,0.056,4.707519405039826,0.5206603194352653,13.464577110059587,0.9154246131280244,0.5326638907316584,0.5680147680533572,29,29
316,0.04,0.079,35355.35,1.1518987341772151,1414.214,0.04,0.091,0.079,4.858815618022499,0.5407925828166338,14.29971942138671,0.950275762580942,0.5326284716636432,0.5680147680533572,29,29
317,0.04,0.112,35355.35,0.8125,1414.214,0.04,0.091,0.112,5.042129380539985,0.5712731899685233,15.140798993310081,0.9956659325390463,0.5325199466398122,0.5680147680533572,29,29
318,0.04,0.158,35355.35,0.5759493670886076,1414.214,0.04,0.091,0.158,5.451300390349165,0.6148456085455362,16.650912319131802,1.0572371656554946,0.532239467992003,0.5680147680533572,29,29
319,0.04,0.224,35355.35,0.40625,1414.214,0.04,0.091,0.224,5.952136465922444,0.6783428144365063,18.575320645333633,1.1458369674305482,0.5319293207547031,0.5680147680533572,29,29
320,0.04,0.056,35355.35,2.2857142857142856,1414.214,0.04,0.128,0.056,4.714305941664422,0.5241189045305064,13.723867285369778,0.9290898801097749,0.532619937175097,0.5680147680533572,29,29
321,0.04,0.079,35355.35,1.620253164556962,1414.214,0.04,0.128,0.079,4.967309940942214,0.5548385438306603,14.536283241677317,0.9678691039633303,0.5325527402256157,0.5680147680533572,29,29
322,0.04,0.112,35355.35,1.1428571428571428,1414.214,0.04,0.128,0.112,5.238032404058923,0.5926086696693466,15.707280445186875,1.01793929170806,0.5323913903246172,0.5680147680533572,29,29
323,0.04,0.158,35355.35,0.810126582278481,1414.214,0.04,0.128,0.158,5.586337182772126,0.6322614261983146,17.112943899083703,1.0835373880671175,0.5321952107762932,0.5680147680533572,29,29
324,0.04,0.224,35355.35,0.5714285714285714,1414.214,0.04,0.128,0.224,6.084666067964086,0.6978539834240196,19.120481697320084,1.17735274060921,0.531777612369007,0.5680147680533572,29,29
325,0.08,0.056,17677.675,0.5714285714285714,1414.214,0.08,0.032,0.056,3.7184012559831503,0.3841877209508412,11.828884945382748,0.7549883544909869,0.41948867398321676,0.5680147680533576,29,29
326,0.08,0.079,17677.675,0.4050632911392405,1414.214,0.08,0.032,0.079,3.8201861724619577,0.39639820603368253,12.05971232250601,0.7706194618093952,0.42636087758650276,0.5680147680533576,29,29
327,0.08,0.112,17677.675,0.2857142857142857,1414.214,0.08,0.032,0.112,3.968813120826661,0.4198391043149589,12.571509726121041,0.8001353302006926,0.44345672486987964,0.5680147680533576,29,29
328,0.08,0.158,17677.675,0.20253164556962025,1414.214,0.08,0.032,0.158,4.236608977181946,0.45880057553118525,13.483796039045044,0.8539717777948798,0.4756314580007782,0.5680147680533576,29,29
329,0.08,0.224,17677.675,0.14285714285714285,1414.214,0.08,0.032,0.224,4.720048408274738,0.5202189749424566,14.909345572921945,0.9364138747326828,0.5198667767968982,0.5680147680533572,29,29
330,0.08,0.056,17677.675,0.8035714285714285,1414.214,0.08,0.045,0.056,4.098458465261902,0.4445103414071021,12.226052604388254,0.8181916452930009,0.4749701739476266,0.5680147680533572,29,29
331,0.08,0.079,17677.675,0.5696202531645569,1414.214,0.08,0.045,0.079,4.178624255596013,0.4566435423196381,12.615158527277526,0.8363477512720132,0.4818273193006699,0.5680147680533572,29,29
332,0.08,0.112,17677.675,0.40178571428571425,1414.214,0.08,0.045,0.112,4.336243190143929,0.4793571865116435,13.272257014341855,0.8674051088969197,0.4991237066214752,0.5680147680533572,29,29
333,0.08,0.158,17677.675,0.28481012658227844,1414.214,0.08,0.045,0.158,4.6013931650250415,0.5099273285310393,14.189913521195965,0.9176262924629899,0.525402971716951,0.5680147680533572,29,29
334,0.08,0.224,17677.675,0.20089285714285712,1414.214,0.08,0.045,0.224,4.988111924826888,0.5594525394662415,15.67447903410805,0.9913434632289678,0.5325546471076688,0.5680147680533572,29,29
335,0.08,0.056,17677.675,1.1428571428571428,1414.214,0.08,0.064,0.056,4.420692446715452,0.4856025057054886,12.51869096358852,0.870008263111353,0.5320177250076463,0.5680147680533572,29,29
336,0.08,0.079,17677.675,0.810126582278481,1414.214,0.08,0.064,0.079,4.484147931221011,0.4961511761044954,13.0130044458437,0.8887870678966412,0.5323992435287352,0.5680147680533572,29,29
337,0.08,0.112,17677.675,0.5714285714285714,1414.214,0.08,0.064,0.112,4.65019397653974,0.5163638041218291,13.891047407077103,0.9170807576160657,0.532721471076753,0.5680147680533572,29,29
338,0.08,0.158,17677.675,0.4050632911392405,1414.214,0.08,0.064,0.158,4.905987957606065,0.5451730052072473,14.919306958684388,0.9619509437414394,0.5325896999265597,0.5680147680533572,29,29
339,0.08,0.224,17677.675,0.2857142857142857,1414.214,0.08,0.064,0.224,5.302124764955443,0.597696820370007,16.543389702303145,1.0369183662228796,0.5323818926509327,0.5680147680533572,29,29
340,0.08,0.056,17677.675,1.625,1414.214,0.08,0.091,0.056,4.561006383431072,0.5019398488648292,12.798746904753282,0.8868051376077678,0.5327194412678126,0.5680147680533572,29,29
341,0.08,0.079,17677.675,1.1518987341772151,1414.214,0.08,0.091,0.079,4.638197925707985,0.5162371036467666,13.528609392837717,0.9112445937108145,0.5326893150014905,0.5680147680533572,29,29
342,0.08,0.112,17677.675,0.8125,1414.214,0.08,0.091,0.112,4.86162170763849,0.5343241536213431,14.354509062514964,0.9457596688328405,0.5326207675607125,0.5680147680533572,29,29
343,0.08,0.158,17677.675,0.5759493670886076,1414.214,0.08,0.091,0.158,5.044617466688528,0.569398605345852,15.467024724054212,0.9973772940328208,0.5325404433517736,0.5680147680533572,29,29
344,0.08,0.224,17677.675,0.40625,1414.214,0.08,0.091,0.224,5.556157005361115,0.6281072888145349,17.337391352601497,1.0779206267682437,0.5321890452926757,0.5680147680533572,29,29
345,0.08,0.056,17677.675,2.2857142857142856,1414.214,0.08,0.128,0.056,4.557931494481824,0.5088711826269919,12.996799962256842,0.901210835356318,0.5327234379943055,0.5680147680533572,29,29
346,0.08,0.079,17677.675,1.620253164556962,1414.214,0.08,0.128,0.079,4.773449398171646,0.5275503505710979,13.914975805590378,0.9306988106728118,0.5326479899566053,0.5680147680533572,29,29
347,0.08,0.112,17677.675,1.1428571428571428,1414.214,0.08,0.128,0.112,4.944343023052807,0.5522058727082025,14.796118940124284,0.9716702060231649,0.5325781751133192,0.5680147680533572,29,29
348,0.08,0.158,17677.675,0.810126582278481,1414.214,0.08,0.128,0.158,5.285456353349683,0.5966951951733213,16.096118551853,1.0286792029255563,0.5323685419821066,0.5680147680533572,29,29
349,0.08,0.224,17677.675,0.5714285714285714,1414.214,0.08,0.128,0.224,5.720544035738486,0.6546716465429337,17.992843653219076,1.1129971145101865,0.5321173099765156,0.5680147680533572,29,29
350,0.16,0.056,8838.8375,0.5714285714285714,1414.214,0.16,0.032,0.056,2.978061800230078,0.3312738898936557,9.785014002942544,0.6294904523843374,0.3929765269739744,0.5680147680533586,29,29
351,0.16,0.079,8838.8375,0.4050632911392405,1414.214,0.16,0.032,0.079,3.0723984291439894,0.3386905267129386,10.033766452853476,0.6464296850944337,0.3970698981617375,0.5680147680533586,29,29
352,0.16,0.112,8838.8375,0.2857142857142857,1414.214,0.16,0.032,0.112,3.2852899415470347,0.35986919134367706,10.662038067472535,0.6806760822145369,0.40804365500441314,0.5680147680533576,29,29
353,0.16,0.158,8838.8375,0.20253164556962025,1414.214,0.16,0.032,0.158,3.59555198826439,0.38910166030227183,11.52226709136157,0.7417672461395871,0.43202551356695823,0.5680147680533576,29,29
354,0.16,0.224,8838.8375,0.14285714285714285,1414.214,0.16,0.032,0.224,4.049008751386545,0.4408210996298888,13.031528573254267,0.8216448674330428,0.4653591516209438,0.5680147680533576,29,29
355,0.16,0.056,8838.8375,0.8035714285714285,1414.214,0.16,0.045,0.056,3.617530962558096,0.38408434779537043,11.295089400274577,0.7402720114278679,0.43031778433200996,0.5680147680533576,29,29
356,0.16,0.079,8838.8375,0.5696202531645569,1414.214,0.16,0.045,0.079,3.7067381928444094,0.3962378128231647,11.627167857073344,0.7530237939613875,0.4353768069729869,0.5680147680533576,29,29
357,0.16,0.112,8838.8375,0.40178571428571425,1414.214,0.16,0.045,0.112,3.807365783688331,0.40525058122166524,11.888594158964965,0.7776143696408397,0.4464950069898017,0.5680147680533576,29,29
358,0.16,0.158,8838.8375,0.28481012658227844,1414.214,0.16,0.045,0.158,4.066916145707014,0.44060624794955816,12.758895642897308,0.8191080944649056,0.4668270851558614,0.5680147680533576,29,29
359,0.16,0.224,8838.8375,0.20089285714285712,1414.214,0.16,0.045,0.224,4.386492801314508,0.4832232469957208,13.925497549409542,0.8877452881576287,0.49847565998949145,0.5680147680533572,29,29
360,0.16,0.056,8838.8375,1.1428571428571428,1414.214,0.16,0.064,0.056,3.974379921453918,0.432778779601123,12.019192790558337,0.8015344423066285,0.46721901017677253,0.5680147680533576,29,29
361,0.16,0.079,8838.8375,0.810126582278481,1414.214,0.16,0.064,0.079,4.091214962888192,0.4400417346677223,12.243682170079579,0.8139712551833553,0.4717025452369414,0.5680147680533576,29,29
362,0.16,0.112,8838.8375,0.5714285714285714,1414.214,0.16,0.064,0.112,4.1741627038456866,0.4543019714980335,12.677252486687651,0.836545752704222,0.4821211546315868,0.5680147680533572,29,29
363,0.16,0.158,8838.8375,0.4050632911392405,1414.214,0.16,0.064,0.158,4.375230353376231,0.48224498696823864,13.563325132351396,0.8781306888012401,0.5028429755227853,0.5680147680533572,29,29
364,0.16,0.224,8838.8375,0.2857142857142857,1414.214,0.16,0.064,0.224,4.802965715116077,0.5333296189940895,14.997960854700052,0.9496749513235385,0.5309189761333403,0.5680147680533572,29,29
365,0.16,0.056,8838.8375,1.625,1414.214,0.16,0.091,0.056,4.311402986706489,0.46982871320347797,12.298431216818363,0.8468977752281259,0.5149113947985345,0.5680147680533572,29,29
366,0.16,0.079,8838.8375,1.1518987341772151,1414.214,0.16,0.091,0.079,4.372644001834158,0.4817795958287134,12.732950763039511,0.8633037524666486,0.5186476073457088,0.5680147680533572,29,29
367,0.16,0.112,8838.8375,0.8125,1414.214,0.16,0.091,0.112,4.442629942206146,0.4927911684567017,13.28403530811305,0.887876074448661,0.5249571536258995,0.5680147680533572,29,29
368,0.16,0.158,8838.8375,0.5759493670886076,1414.214,0.16,0.091,0.158,4.694518183613275,0.5209011357323615,14.316531508446635,0.930207802552724,0.5320129381604365,0.5680147680533572,29,29
369,0.16,0.224,8838.8375,0.40625,1414.214,0.16,0.091,0.224,5.040743099047997,0.5681689199345347,15.784101112335813,0.9995632350232394,0.532520482844393,0.5680147680533572,29,29
370,0.16,0.056,8838.8375,2.2857142857142856,1414.214,0.16,0.128,0.056,4.446878104659187,0.49181056306280146,12.602628580918513,0.8747488878293106,0.532795489189454,0.5680147680533572,29,29
371,0.16,0.079,8838.8375,1.620253164556962,1414.214,0.16,0.128,0.079,4.514526881269932,0.49998001120129043,13.072354712603738,0.8938117037338589,0.5327538792845308,0.5680147680533572,29,29
372,0.16,0.112,8838.8375,1.1428571428571428,1414.214,0.16,0.128,0.112,4.697702896882346,0.5223725234305627,13.964285968960878,0.922013360816471,0.5326710194524564,0.5680147680533572,29,29
373,0.16,0.158,8838.8375,0.810126582278481,1414.214,0.16,0.128,0.158,4.928230857924626,0.5481642599065445,14.980693834056266,0.9672599289889761,0.5325807514519378,0.5680147680533572,29,29
374,0.16,0.224,8838.8375,0.5714285714285714,1414.214,0.16,0.128,0.224,5.335546884488085,0.5997477102889384,16.616012651380963,1.0419492229473546,0.532372855425529,0.5680147680533572,29,29
375,0.01,0.056,2000.0,0.5714285714285714,2000.0,0.01,0.032,0.056,1.6425821910238008,0.2228028510299597,7.670853371702788,0.4284852959208373,0.41061416938938256,0.5680147680533576,29,29
376,0.01,0.079,2000.0,0.4050632911392405,2000.0,0.01,0.032,0.079,1.4975832984646833,0.20602727495718479,6.881879750796343,0.3916119064615853,0.4033250854976014,0.5680147680533576,29,29
377,0.01,0.112,2000.0,0.2857142857142857,2000.0,0.01,0.032,0.112,1.2154398541285636,0.17515831055928985,5.384837245310918,0.3153425220399645,0.38843394008443727,0.5680147680533576,29,29
378,0.01,0.158,2000.0,0.20253164556962025,2000.0,0.01,0.032,0.158,0.8699897791370216,0.1402279583507633,3.5030005123962944,0.21851350909575673,0.3623269003208924,0.5680147680533576,29,29
379,0.01,0.224,2000.0,0.14285714285714285,2000.0,0.01,0.032,0.224,0.5379365079617472,0.10301405845712686,1.6590493727789557,0.13068570752325906,0.33764498706975965,0.568014768053358,29,29
380,0.01,0.056,2000.0,0.8035714285714285,2000.0,0.01,0.045,0.056,1.3918144557754766,0.18930274641195247,6.067884502810895,0.35796033062576715,0.39856305808513487,0.5680147680533576,29,29
381,0.01,0.079,2000.0,0.5696202531645569,2000.0,0.01,0.045,0.079,1.170622861301543,0.16986627565290954,5.0497665744192295,0.3004292349019094,0.38599524776653804,0.5680147680533576,29,29
382,0.01,0.112,2000.0,0.40178571428571425,2000.0,0.01,0.045,0.112,0.8099070164488748,0.13567370194741668,3.2295213450257405,0.19954663684009089,0.35521851499669865,0.5680147680533576,29,29
383,0.01,0.158,2000.0,0.28481012658227844,2000.0,0.01,0.045,0.158,0.45168233781021516,0.09862186105372997,1.3936749830462327,0.10848597771018366,0.328522962872504,0.568014768053358,29,29
384,0.01,0.224,2000.0,0.20089285714285712,2000.0,0.01,0.045,0.224,0.6054007167836039,0.09028188318219865,2.12368513730102,0.12908193100041418,0.30586998443823654,0.568014768053358,29,29
385,0.01,0.056,2000.0,1.1428571428571428,2000.0,0.01,0.064,0.056,0.9712947846632412,0.1458003564904301,3.7294781779522777,0.24378445441567761,0.3736015550193844,0.5680147680533576,29,29
386,0.01,0.079,2000.0,0.810126582278481,2000.0,0.01,0.064,0.079,0.7095641081833637,0.12326345064311357,2.6618144319314383,0.1755963159283454,0.3499801869143334,0.5680147680533576,29,29
387,0.01,0.112,2000.0,0.5714285714285714,2000.0,0.01,0.064,0.112,0.4540078726919746,0.09706428979308139,1.266333762707036,0.10082103117862876,0.3239447568313426,0.568014768053358,29,29
388,0.01,0.158,2000.0,0.4050632911392405,2000.0,0.01,0.064,0.158,0.7408432027152766,0.09337328715624202,2.413266964692332,0.14613757521756462,0.30074491822954136,0.5680147680533582,29,29
389,0.01,0.224,2000.0,0.2857142857142857,2000.0,0.01,0.064,0.224,1.2970491960055153,0.13193035215074495,4.9842697066210055,0.2763820583013419,0.2899520118655437,0.5680147680533582,29,29
390,0.01,0.056,2000.0,1.625,2000.0,0.01,0.091,0.056,0.47609073330229157,0.10020880115116297,1.60611704473306,0.12477548121969344,0.33471319718905246,0.568014768053358,29,29
391,0.01,0.079,2000.0,1.1518987341772151,2000.0,0.01,0.091,0.079,0.44068118688374386,0.09276806080800039,1.5163120423471186,0.10768801277801704,0.3188750217614953,0.568014768053358,29,29
392,0.01,0.112,2000.0,0.8125,2000.0,0.01,0.091,0.112,0.786692169490784,0.09694887612816018,2.8475630348141494,0.16600981053179018,0.2993367150254677,0.5680147680533582,29,29
393,0.01,0.158,2000.0,0.5759493670886076,2000.0,0.01,0.091,0.158,1.3908503705985182,0.1402415130434005,5.20035999256749,0.29324233241910336,0.29097970142872837,0.5680147680533582,29,29
394,0.01,0.224,2000.0,0.40625,2000.0,0.01,0.091,0.224,2.0655771788896926,0.20509353181979906,7.784173223447259,0.44143040158186225,0.30398265406970726,0.5680147680533586,29,29
395,0.01,0.056,2000.0,2.2857142857142856,2000.0,0.01,0.128,0.056,0.7326328901103929,0.10483788814940846,3.8150383032307293,0.18756284135318219,0.30601847466221954,0.5680147680533582,29,29
396,0.01,0.079,2000.0,1.620253164556962,2000.0,0.01,0.128,0.079,1.0029136900823277,0.1197300849299511,4.553674057356536,0.2299542907610418,0.29766332293087255,0.5680147680533582,29,29
397,0.01,0.112,2000.0,1.1428571428571428,2000.0,0.01,0.128,0.112,1.461859655520204,0.15142494618569446,5.89827607218296,0.3208124360417717,0.2940887922080084,0.5680147680533582,29,29
398,0.01,0.158,2000.0,0.810126582278481,2000.0,0.01,0.128,0.158,2.1005267763882576,0.20978915193328435,7.965890628972021,0.4507289293210992,0.3082202983061812,0.5680147680533586,29,29
399,0.01,0.224,2000.0,0.5714285714285714,2000.0,0.01,0.128,0.224,2.816331416829503,0.2817065439166019,10.182439783713464,0.5917253859697522,0.34202163665289437,0.5680147680533586,29,29
400,0.02,0.056,100000.0,0.5714285714285714,2000.0,0.02,0.032,0.056,4.546058312641745,0.5064045086728852,12.9255447101199,0.8986801875363579,0.532724348489469,0.5680147680533572,29,29
401,0.02,0.079,100000.0,0.4050632911392405,2000.0,0.02,0.032,0.079,4.747145564945131,0.5241677221185035,13.82450277838066,0.9279442704887948,0.5326581128455267,0.5680147680533572,29,29
402,0.02,0.112,100000.0,0.2857142857142857,2000.0,0.02,0.032,0.112,4.9299902624774425,0.5496104233127854,14.703503505860228,0.9680240627721517,0.5325837273403331,0.5680147680533572,29,29
403,0.02,0.158,100000.0,0.20253164556962025,2000.0,0.02,0.032,0.158,5.26257182780622,0.5944905189343374,16.046344851117674,1.0240207379173736,0.5323756099834717,0.5680147680533572,29,29
404,0.02,0.224,100000.0,0.14285714285714285,2000.0,0.02,0.032,0.224,5.704615300559791,0.6500013056237658,17.96000034221253,1.1079888795343098,0.5321333584437059,0.5680147680533572,29,29
405,0.02,0.056,100000.0,0.8035714285714285,2000.0,0.02,0.045,0.056,4.691267947420717,0.5178232299003064,13.358684445236836,0.9130851424778118,0.5326722290711227,0.5680147680533572,29,29
406,0.02,0.079,100000.0,0.5696202531645569,2000.0,0.02,0.045,0.079,4.846876153880934,0.5383700311083938,14.241367565737661,0.9476494461679177,0.53262245383361,0.5680147680533572,29,29
407,0.02,0.112,100000.0,0.40178571428571425,2000.0,0.02,0.045,0.112,5.034262053508761,0.5699366512923352,15.07627072039161,0.992286612793666,0.5325179277260836,0.5680147680533572,29,29
408,0.02,0.158,100000.0,0.28481012658227844,2000.0,0.02,0.045,0.158,5.4417341140788125,0.6088172645312003,16.495831693419095,1.0535007844008555,0.5322593702463286,0.5680147680533572,29,29
409,0.02,0.224,100000.0,0.20089285714285712,2000.0,0.02,0.045,0.224,5.942282738915899,0.6750780623069763,18.475907226476156,1.1424076321441947,0.531936432212987,0.5680147680533572,29,29
410,0.02,0.056,100000.0,1.1428571428571428,2000.0,0.02,0.064,0.056,4.7116794021550366,0.5231497848023685,13.644471437297218,0.927417147049577,0.5326251167451278,0.5680147680533572,29,29
411,0.02,0.079,100000.0,0.810126582278481,2000.0,0.02,0.064,0.079,4.95999616895558,0.553128782266653,14.458695091403431,0.9656772519620549,0.5325578461233222,0.5680147680533572,29,29
412,0.02,0.112,100000.0,0.5714285714285714,2000.0,0.02,0.064,0.112,5.231807597607715,0.591011547421599,15.68310847019283,1.0151894480424188,0.5323916338358453,0.5680147680533572,29,29
413,0.02,0.158,100000.0,0.4050632911392405,2000.0,0.02,0.064,0.158,5.582908490296915,0.6296905716660037,17.087343155447417,1.080648363077369,0.5322456061671862,0.5680147680533572,29,29
414,0.02,0.224,100000.0,0.2857142857142857,2000.0,0.02,0.064,0.224,6.083792573074523,0.6977061529874911,19.097047030215837,1.1755360094417493,0.5317759281915782,0.5680147680533572,29,29
415,0.02,0.056,100000.0,1.625,2000.0,0.02,0.091,0.056,4.8193654601642555,0.5360662592710498,13.986893837964834,0.9412131804739734,0.5326652381553802,0.5680147680533572,29,29
416,0.02,0.079,100000.0,1.1518987341772151,2000.0,0.02,0.091,0.079,5.080534527903441,0.5703938393353943,14.754012392001746,0.9838328458635794,0.5324899179828985,0.5680147680533572,29,29
417,0.02,0.112,100000.0,0.8125,2000.0,0.02,0.091,0.112,5.360059030357177,0.6025213785927311,16.08944977246507,1.0368787417266907,0.5322948618472017,0.5680147680533572,29,29
418,0.02,0.158,100000.0,0.5759493670886076,2000.0,0.02,0.091,0.158,5.725946069633795,0.6542534928639215,17.67237882207647,1.1074407210276065,0.5321031157967249,0.5680147680533572,29,29
419,0.02,0.224,100000.0,0.40625,2000.0,0.02,0.091,0.224,6.253135307626994,0.7254197210204771,19.683486923764182,1.205419906737585,0.5316747767981264,0.5680147680533572,29,29
420,0.02,0.056,100000.0,2.2857142857142856,2000.0,0.02,0.128,0.056,4.926012181139777,0.5490805440852057,14.28804749560273,0.9536615880073437,0.5325658947689654,0.5680147680533572,29,29
421,0.02,0.079,100000.0,1.620253164556962,2000.0,0.02,0.128,0.079,5.105190049728474,0.5797332208049124,14.979351650817696,0.9994639061069615,0.5324560979469372,0.5680147680533572,29,29
422,0.02,0.112,100000.0,1.1428571428571428,2000.0,0.02,0.128,0.112,5.446925495078494,0.6135750098077402,16.388920519023305,1.0565016071226467,0.5323274106018613,0.5680147680533572,29,29
423,0.02,0.158,100000.0,0.810126582278481,2000.0,0.02,0.128,0.158,5.890082567277973,0.6746325239168579,18.14822488280407,1.132524852066428,0.5319699268813275,0.5680147680533572,29,29
424,0.02,0.224,100000.0,0.5714285714285714,2000.0,0.02,0.128,0.224,6.436601744822245,0.7481568893324974,20.18577972779997,1.231918713930591,0.5314428781830327,0.5680147680533572,29,29
