n,tau,tau_motor,k_rate,k_motor,gain_rate_grid,tau_grid,gain_motor_grid,tau_motor_grid,swim_speed_err,omr_ratio_err,ssbf_ratio_err,bout_rate_err,bout_dist_err,bout_init_speed_err,num_conditions_np,num_valid_conditions_np
139,0.01,0.224,1000.0,0.2857142857142857,1000.0,0.01,0.064,0.224,1.4064084102023986,0.14251919929414517,5.428711091976682,0.3030019840611262,0.2911119794632155,0.5680147680533582,29,29
140,0.01,0.056,1000.0,1.625,1000.0,0.01,0.091,0.056,0.4541785453759537,0.09280887753215943,1.6747293920525321,0.11818109190551977,0.3294203691461448,0.568014768053358,29,29
141,0.01,0.079,1000.0,1.1518987341772151,1000.0,0.01,0.091,0.079,0.5214992689893662,0.08920824944140483,2.076964936292614,0.12190345424996,0.3150372259423859,0.568014768053358,29,29
142,0.01,0.112,1000.0,0.8125,1000.0,0.01,0.091,0.112,0.9068389645761309,0.10523611362395532,3.4937205320749567,0.19395596930928835,0.29805254822493266,0.5680147680533582,29,29
143,0.01,0.158,1000.0,0.5759493670886076,1000.0,0.01,0.091,0.158,1.4786691170806239,0.14881776325358181,5.692601255745015,0.31952808346093914,0.2924087387829719,0.5680147680533582,29,29
144,0.01,0.224,1000.0,0.40625,1000.0,0.01,0.091,0.224,2.160947857947079,0.2163590187606144,8.167434485557363,0.4637782907878062,0.3080218324796527,0.5680147680533586,29,29
145,0.01,0.056,1000.0,2.2857142857142856,1000.0,0.01,0.128,0.056,0.8718921668855185,0.11552693767921368,4.492285111222374,0.21429901213894623,0.30408702973979407,0.5680147680533582,29,29
146,0.01,0.079,1000.0,1.620253164556962,1000.0,0.01,0.128,0.079,1.0965894516601957,0.1270411141138752,5.089883312246926,0.2583408026138785,0.2974080683343225,0.5680147680533582,29,29
147,0.01,0.112,1000.0,1.1428571428571428,1000.0,0.01,0.128,0.112,1.5849260586504843,0.16523123246413682,6.437822444100968,0.3470222008380715,0.2960399812612822,0.5680147680533582,29,29
148,0.01,0.158,1000.0,0.810126582278481,1000.0,0.01,0.128,0.158,2.191003531009345,0.22082260682197444,8.33265552946911,0.47257542189519736,0.3118364563273174,0.5680147680533586,29,29
149,0.01,0.224,1000.0,0.5714285714285714,1000.0,0.01,0.128,0.224,2.8732693851676343,0.2935248956808294,10.491390328741629,0.6096192253502518,0.3469225855806625,0.5680147680533586,29,29
150,0.02,0.056,50000.0,0.5714285714285714,1000.0,0.02,0.032,0.056,4.563811925736194,0.5099675844055055,13.077821480786726,0.9029384367462685,0.5327160063032245,0.5680147680533572,29,29
151,0.02,0.079,50000.0,0.4050632911392405,1000.0,0.02,0.032,0.079,4.781889089842256,0.5298064389096868,13.96601294577261,0.9327758629847975,0.5326466097863647,0.5680147680533572,29,29
152,0.02,0.112,50000.0,0.2857142857142857,1000.0,0.02,0.032,0.112,4.957578318879888,0.5531845397514372,14.82617712546063,0.9732996007410365,0.5325749207914229,0.5680147680533572,29,29
153,0.02,0.158,50000.0,0.20253164556962025,1000.0,0.02,0.032,0.158,5.2836974942936665,0.5966519199090315,16.103383961397544,1.0293811142151639,0.5323695852851064,0.5680147680533572,29,29
154,0.02,0.224,50000.0,0.14285714285714285,1000.0,0.02,0.032,0.224,5.716011680259618,0.6530700073700562,18.022946753013663,1.112986528908479,0.532115956379456,0.5680147680533572,29,29
155,0.02,0.056,50000.0,0.8035714285714285,1000.0,0.02,0.045,0.056,4.710584095964789,0.5212293748843542,13.507637159451512,0.9171339847151282,0.5326627647984862,0.5680147680533572,29,29
156,0.02,0.079,50000.0,0.5696202531645569,1000.0,0.02,0.045,0.079,4.858511560995263,0.5408805840447011,14.30989953969768,0.9519944189233972,0.53262479798184,0.5680147680533572,29,29
157,0.02,0.112,50000.0,0.40178571428571425,1000.0,0.02,0.045,0.112,5.050020854014981,0.5722887086473621,15.206871006217995,0.9969169088033976,0.5325232594154927,0.5680147680533572,29,29
158,0.02,0.158,50000.0,0.28481012658227844,1000.0,0.02,0.045,0.158,5.455629068217775,0.6153233510659657,16.69086827439757,1.0582908184693245,0.5322448523260028,0.5680147680533572,29,29
159,0.02,0.224,50000.0,0.20089285714285712,1000.0,0.02,0.045,0.224,5.954126683048528,0.6794922093072416,18.638375559600277,1.1468662301521757,0.5319298627156215,0.5680147680533572,29,29
160,0.02,0.056,50000.0,1.1428571428571428,1000.0,0.02,0.064,0.056,4.721449050634463,0.5258055173220779,13.770368075587239,0.9313767488105466,0.5326199072815843,0.5680147680533572,29,29
161,0.02,0.079,50000.0,0.810126582278481,1000.0,0.02,0.064,0.079,4.978772240306443,0.5574274003615208,14.588647769750235,0.9701253770869297,0.5325518293174033,0.5680147680533572,29,29
162,0.02,0.112,50000.0,0.5714285714285714,1000.0,0.02,0.064,0.112,5.242417857844296,0.5929858319068471,15.752142391705846,1.019484512207485,0.5323885923217787,0.5680147680533572,29,29
163,0.02,0.158,50000.0,0.4050632911392405,1000.0,0.02,0.064,0.158,5.583039788815035,0.6328776358603965,17.169351137344016,1.0850170600286837,0.5322211299696201,0.5680147680533572,29,29
164,0.02,0.224,50000.0,0.2857142857142857,1000.0,0.02,0.064,0.224,6.083198981565727,0.6983297864418598,19.139590882245546,1.179568448657747,0.5317796000409966,0.5680147680533572,29,29
165,0.02,0.056,50000.0,1.625,1000.0,0.02,0.091,0.056,4.85275083447351,0.5400579820363853,14.137234948113488,0.944868645740753,0.5326488969173859,0.5680147680533572,29,29
166,0.02,0.079,50000.0,1.1518987341772151,1000.0,0.02,0.091,0.079,5.0775820877960935,0.5714211963326351,14.86667598954481,0.9877459185845983,0.5324890919751533,0.5680147680533572,29,29
167,0.02,0.112,50000.0,0.8125,1000.0,0.02,0.091,0.112,5.384168525803005,0.6064336470397742,16.21331389368868,1.0411987474850815,0.532270845959247,0.5680147680533572,29,29
168,0.02,0.158,50000.0,0.5759493670886076,1000.0,0.02,0.091,0.158,5.742304072052759,0.656019750500155,17.769257717601516,1.1116599234811073,0.5320987933312883,0.5680147680533572,29,29
169,0.02,0.224,50000.0,0.40625,1000.0,0.02,0.091,0.224,6.278657868254536,0.727421053071045,19.76802687987817,1.209179081809027,0.531657856837597,0.5680147680533572,29,29
170,0.02,0.056,50000.0,2.2857142857142856,1000.0,0.02,0.128,0.056,4.9321376667244365,0.5500392509242864,14.303187842602714,0.9574882523441559,0.5325651983322651,0.5680147680533572,29,29
171,0.02,0.079,50000.0,1.620253164556962,1000.0,0.02,0.128,0.079,5.129664496308815,0.5829776385965072,15.148691617311526,1.003542160048863,0.5324375816760533,0.5680147680533572,29,29
172,0.02,0.112,50000.0,1.1428571428571428,1000.0,0.02,0.128,0.112,5.4595607826383965,0.6172718951685964,16.503852655132413,1.0604205927368506,0.5323221633372771,0.5680147680533572,29,29
173,0.02,0.158,50000.0,0.810126582278481,1000.0,0.02,0.128,0.158,5.920585972208763,0.6760083879050269,18.264003833721492,1.1364133742990734,0.5319164886527471,0.5680147680533572,29,29
174,0.02,0.224,50000.0,0.5714285714285714,1000.0,0.02,0.128,0.224,6.470370991317786,0.7503010317146706,20.313655674807173,1.2354191305500617,0.5314068621055844,0.5680147680533572,29,29
175,0.04,0.056,25000.0,0.5714285714285714,1000.0,0.04,0.032,0.056,4.431613644211965,0.4877392493747677,12.590785626789708,0.8713193719558174,0.531556891582051,0.5680147680533572,29,29
176,0.04,0.079,25000.0,0.4050632911392405,1000.0,0.04,0.032,0.079,4.486513278997323,0.49657873081815884,13.10372505396171,0.8908707817514525,0.532222282869216,0.5680147680533572,29,29
177,0.04,0.112,25000.0,0.2857142857142857,1000.0,0.04,0.032,0.112,4.666090904392213,0.5195944155181215,13.981498725180717,0.919628325775266,0.5327010714885069,0.5680147680533572,29,29
178,0.04,0.158,25000.0,0.20253164556962025,1000.0,0.04,0.032,0.158,4.911011244960046,0.5461479635682541,14.962381024572247,0.9640418623866974,0.5325820639879107,0.5680147680533572,29,29
179,0.04,0.224,25000.0,0.14285714285714285,1000.0,0.04,0.032,0.224,5.306354694559862,0.5984892153840047,16.580021611591707,1.0385014173304616,0.5323752557188627,0.5680147680533572,29,29
180,0.04,0.056,25000.0,0.8035714285714285,1000.0,0.04,0.045,0.056,4.560893803668218,0.5022629188837248,12.862242661586219,0.8882097988217342,0.5327232826055254,0.5680147680533572,29,29
181,0.04,0.079,25000.0,0.5696202531645569,1000.0,0.04,0.045,0.079,4.652970532270154,0.5174120252684404,13.567749547424595,0.9128843719257819,0.5326832774769861,0.5680147680533572,29,29
182,0.04,0.112,25000.0,0.40178571428571425,1000.0,0.04,0.045,0.112,4.862667699475632,0.5353409520930186,14.410533604405433,0.9473302535726763,0.5326190758733791,0.5680147680533572,29,29
183,0.04,0.158,25000.0,0.28481012658227844,1000.0,0.04,0.045,0.158,5.04826256552671,0.5694820426581182,15.504252967945632,0.9981087530535545,0.5325354978978787,0.5680147680533572,29,29
184,0.04,0.224,25000.0,0.20089285714285712,1000.0,0.04,0.045,0.224,5.554679414715367,0.6276685446638087,17.341088001883456,1.0782721764385585,0.5321901075927397,0.5680147680533572,29,29
185,0.04,0.056,25000.0,1.1428571428571428,1000.0,0.04,0.064,0.056,4.5642362010035615,0.5099528854143439,13.088100613707297,0.9030359758942967,0.5327165887505683,0.5680147680533572,29,29
186,0.04,0.079,25000.0,0.810126582278481,1000.0,0.04,0.064,0.079,4.783791712631148,0.5300111234865054,13.97223581694234,0.9329994691149573,0.5326383528458092,0.5680147680533572,29,29
187,0.04,0.112,25000.0,0.5714285714285714,1000.0,0.04,0.064,0.112,4.960192874691238,0.553436983077668,14.849902864883264,0.9738552925574014,0.5325762309400379,0.5680147680533572,29,29
188,0.04,0.158,25000.0,0.4050632911392405,1000.0,0.04,0.064,0.158,5.289465745350564,0.5971284363986378,16.117862012381558,1.0301622927002265,0.532367176446519,0.5680147680533572,29,29
189,0.04,0.224,25000.0,0.2857142857142857,1000.0,0.04,0.064,0.224,5.7207116026528855,0.6542880902113557,18.018035435165206,1.1139768461868358,0.5321141743055934,0.5680147680533572,29,29
190,0.04,0.056,25000.0,1.625,1000.0,0.04,0.091,0.056,4.710505166260761,0.5211331139939036,13.516676030384515,0.9176916608015041,0.5326622826881462,0.5680147680533572,29,29
191,0.04,0.079,25000.0,1.1518987341772151,1000.0,0.04,0.091,0.079,4.862734191711999,0.5411757545620718,14.305237994207983,0.9526737210340533,0.5326268497260388,0.5680147680533572,29,29
192,0.04,0.112,25000.0,0.8125,1000.0,0.04,0.091,0.112,5.070549162069148,0.5744921959376135,15.29049688615244,0.9983327655318831,0.5325226803983205,0.5680147680533572,29,29
193,0.04,0.158,25000.0,0.5759493670886076,1000.0,0.04,0.091,0.158,5.459729040235802,0.6169684901490461,16.70582389189239,1.0600047218485362,0.5322449752676989,0.5680147680533572,29,29
194,0.04,0.224,25000.0,0.40625,1000.0,0.04,0.091,0.224,5.9573642282784185,0.6799448410095765,18.66655701057695,1.1482366159532134,0.5319216346815655,0.5680147680533572,29,29
195,0.04,0.056,25000.0,2.2857142857142856,1000.0,0.04,0.128,0.056,4.722366417121745,0.5258408188833688,13.765563812295905,0.931398950049011,0.5326182106137961,0.5680147680533572,29,29
196,0.04,0.079,25000.0,1.620253164556962,1000.0,0.04,0.128,0.079,4.980948118582668,0.5580303908294583,14.610440633533955,0.9703782348323712,0.5325498373940702,0.5680147680533572,29,29
197,0.04,0.112,25000.0,1.1428571428571428,1000.0,0.04,0.128,0.112,5.244962449452423,0.594010211739085,15.773717934186477,1.0203481882753462,0.5323872499127905,0.5680147680533572,29,29
198,0.04,0.158,25000.0,0.810126582278481,1000.0,0.04,0.128,0.158,5.584703237286993,0.6339851227507831,17.169217743687888,1.0859477559028587,0.5321976571094228,0.5680147680533572,29,29
199,0.04,0.224,25000.0,0.5714285714285714,1000.0,0.04,0.128,0.224,6.083479847436862,0.6983634491565064,19.146017103925008,1.1796349722676231,0.5317836395609505,0.5680147680533572,29,29
200,0.08,0.056,12500.0,0.5714285714285714,1000.0,0.08,0.032,0.056,3.761266752726868,0.3905856660968341,11.928889046604517,0.759594683751639,0.4212515183488632,0.5680147680533576,29,29
201,0.08,0.079,12500.0,0.4050632911392405,1000.0,0.08,0.032,0.079,3.8549135091824716,0.40066495703043564,12.168084659051003,0.7757787504462826,0.42842177863471503,0.5680147680533576,29,29
202,0.08,0.112,12500.0,0.2857142857142857,1000.0,0.08,0.032,0.112,3.9717238295734885,0.42269895282789455,12.629401909222963,0.8053551064559265,0.4452918828669429,0.5680147680533576,29,29
203,0.08,0.158,12500.0,0.20253164556962025,1000.0,0.08,0.032,0.158,4.241946295037872,0.46190863587897496,13.528453914204857,0.8590003222721988,0.47718749073269606,0.5680147680533576,29,29
204,0.08,0.224,12500.0,0.14285714285714285,1000.0,0.08,0.032,0.224,4.751237629252139,0.5237763161771571,14.997748239089187,0.9410232247754882,0.5207897149643796,0.5680147680533572,29,29
205,0.08,0.056,12500.0,0.8035714285714285,1000.0,0.08,0.045,0.056,4.113390903759342,0.44684937787339857,12.252929482473014,0.822153456840691,0.4767998225341923,0.5680147680533572,29,29
206,0.08,0.079,12500.0,0.5696202531645569,1000.0,0.08,0.045,0.079,4.19647438221078,0.4586150114835967,12.674199713501505,0.8408534092407416,0.4836092384173673,0.5680147680533572,29,29
207,0.08,0.112,12500.0,0.40178571428571425,1000.0,0.08,0.045,0.112,4.3524903973285385,0.4820005395165178,13.266834269359155,0.8718812277846151,0.5008520206130711,0.5680147680533572,29,29
208,0.08,0.158,12500.0,0.28481012658227844,1000.0,0.08,0.045,0.158,4.61634471250551,0.5118381875138404,14.299010125219159,0.9218981774896414,0.526375317318585,0.5680147680533572,29,29
209,0.08,0.224,12500.0,0.20089285714285712,1000.0,0.08,0.045,0.224,5.002583248102484,0.562967803895346,15.759149259617196,0.9951088420894709,0.5325412101620104,0.5680147680533572,29,29
210,0.08,0.056,12500.0,1.1428571428571428,1000.0,0.08,0.064,0.056,4.434938019805597,0.48821679607424656,12.613128182270431,0.8727841758083885,0.5321581676318964,0.5680147680533572,29,29
211,0.08,0.079,12500.0,0.810126582278481,1000.0,0.08,0.064,0.079,4.493135613730639,0.49821244721945673,13.114313622423523,0.8920770414386583,0.5325095975157947,0.5680147680533572,29,29
212,0.08,0.112,12500.0,0.5714285714285714,1000.0,0.08,0.064,0.112,4.681329786445906,0.5211068646525057,13.97394498619704,0.9204858377313457,0.5327100687537621,0.5680147680533572,29,29
213,0.08,0.158,12500.0,0.4050632911392405,1000.0,0.08,0.064,0.158,4.913049394208043,0.5466921553444672,14.991391867262193,0.9652557578099281,0.5325795138378425,0.5680147680533572,29,29
214,0.08,0.224,12500.0,0.2857142857142857,1000.0,0.08,0.064,0.224,5.323152782379193,0.599498365648645,16.6166677058747,1.0402236992170275,0.5323733346707127,0.5680147680533572,29,29
215,0.08,0.056,12500.0,1.625,1000.0,0.08,0.091,0.056,4.558498098981299,0.50229929404088,12.86721287373955,0.8891944729193094,0.532721668054252,0.5680147680533572,29,29
216,0.08,0.079,12500.0,1.1518987341772151,1000.0,0.08,0.091,0.079,4.6639408225326635,0.5182376928734028,13.595694039058966,0.9140690650221627,0.5326821105044287,0.5680147680533572,29,29
217,0.08,0.112,12500.0,0.8125,1000.0,0.08,0.091,0.112,4.872843734354346,0.5384328324507126,14.438049821941817,0.9487797263593285,0.532617398774019,0.5680147680533572,29,29
218,0.08,0.158,12500.0,0.5759493670886076,1000.0,0.08,0.091,0.158,5.066785831769772,0.5715073424114854,15.575054667043773,1.000550670077855,0.5325112066110591,0.5680147680533572,29,29
219,0.08,0.224,12500.0,0.40625,1000.0,0.08,0.091,0.224,5.554644441977678,0.6294011168478031,17.358130406234245,1.0808659078428868,0.5322041241658502,0.5680147680533572,29,29
220,0.08,0.056,12500.0,2.2857142857142856,1000.0,0.08,0.128,0.056,4.565638148729576,0.5101266947419452,13.089606105773111,0.9034492516220863,0.5327156082671747,0.5680147680533572,29,29
221,0.08,0.079,12500.0,1.620253164556962,1000.0,0.08,0.128,0.079,4.784662589711682,0.5304434637032558,13.988901710061391,0.9335090759624556,0.53261910070773,0.5680147680533572,29,29
222,0.08,0.112,12500.0,1.1428571428571428,1000.0,0.08,0.128,0.112,4.96590343450808,0.5541447035483371,14.867825033728469,0.9746410605112903,0.5325734610783275,0.5680147680533572,29,29
223,0.08,0.158,12500.0,0.810126582278481,1000.0,0.08,0.128,0.158,5.297558879375175,0.5978310610030728,16.156479922115242,1.0316064558211795,0.5323630859996626,0.5680147680533572,29,29
224,0.08,0.224,12500.0,0.5714285714285714,1000.0,0.08,0.128,0.224,5.7280884753887,0.6563905400587722,18.028819809164112,1.1156744469937108,0.5321070262238977,0.5680147680533572,29,29
225,0.16,0.056,6250.0,0.5714285714285714,1000.0,0.16,0.032,0.056,3.0378296122584136,0.3371461323299929,9.980531655274124,0.6389212222845195,0.3953514095145979,0.5680147680533586,29,29
226,0.16,0.079,6250.0,0.4050632911392405,1000.0,0.16,0.032,0.079,3.1127953061650433,0.345707751491065,10.135911179655459,0.6553259895214039,0.3994619121732648,0.5680147680533576,29,29
227,0.16,0.112,6250.0,0.2857142857142857,1000.0,0.16,0.032,0.112,3.3052810515114284,0.363952512555506,10.800605199818602,0.6892696182238909,0.41054774374966263,0.5680147680533576,29,29
228,0.16,0.158,6250.0,0.20253164556962025,1000.0,0.16,0.032,0.158,3.629066356863629,0.3925515442449944,11.625562500711792,0.74921196478766,0.4345624203956058,0.5680147680533576,29,29
229,0.16,0.224,6250.0,0.14285714285714285,1000.0,0.16,0.032,0.224,4.064735513013171,0.44446808612007577,13.063427962278768,0.8276290752873556,0.4671405479440665,0.5680147680533576,29,29
230,0.16,0.056,6250.0,0.8035714285714285,1000.0,0.16,0.045,0.056,3.668981347785789,0.3909991741120466,11.436972345226781,0.7469593387156424,0.4328171450952606,0.5680147680533576,29,29
231,0.16,0.079,6250.0,0.5696202531645569,1000.0,0.16,0.045,0.079,3.743197362964206,0.3997076009738338,11.731905057326786,0.7595715052032936,0.43745585348345145,0.5680147680533576,29,29
232,0.16,0.112,6250.0,0.40178571428571425,1000.0,0.16,0.045,0.112,3.8437384936801635,0.4121928673103154,12.096269572805916,0.7838395206519427,0.4487524950204567,0.5680147680533576,29,29
233,0.16,0.158,6250.0,0.28481012658227844,1000.0,0.16,0.045,0.158,4.106698396746361,0.44374204695166597,12.874961129515185,0.8245912473085416,0.46851704028543095,0.5680147680533576,29,29
234,0.16,0.224,6250.0,0.20089285714285712,1000.0,0.16,0.045,0.224,4.41137532043201,0.48701951245110847,14.091807965420353,0.893108178955088,0.4997699078260148,0.5680147680533572,29,29
235,0.16,0.056,6250.0,1.1428571428571428,1000.0,0.16,0.064,0.056,4.012231511370628,0.4357506705365701,12.075873900145695,0.8058481316659257,0.4691643351190881,0.5680147680533576,29,29
236,0.16,0.079,6250.0,0.810126582278481,1000.0,0.16,0.064,0.079,4.10146465772842,0.44162896562028764,12.345300195790346,0.8187171340268459,0.473563198303794,0.5680147680533576,29,29
237,0.16,0.112,6250.0,0.5714285714285714,1000.0,0.16,0.064,0.112,4.198098217849001,0.4592368405478746,12.818660686895312,0.8411730073078083,0.48366851047739057,0.5680147680533572,29,29
238,0.16,0.158,6250.0,0.4050632911392405,1000.0,0.16,0.064,0.158,4.385261536910077,0.48668388008520647,13.591270901996298,0.882883141913808,0.504379459914917,0.5680147680533572,29,29
239,0.16,0.224,6250.0,0.2857142857142857,1000.0,0.16,0.064,0.224,4.8229055253143835,0.535616240396004,15.079034810320715,0.9540539219839453,0.531112957166802,0.5680147680533572,29,29
240,0.16,0.056,6250.0,1.625,1000.0,0.16,0.091,0.056,4.3259011482544185,0.4728149549462905,12.337487403514244,0.8503824088060787,0.5163439934715318,0.5680147680533572,29,29
241,0.16,0.079,6250.0,1.1518987341772151,1000.0,0.16,0.091,0.079,4.389183471781719,0.4842244412684142,12.766813356423542,0.8670283431067901,0.5197052940217932,0.5680147680533572,29,29
242,0.16,0.112,6250.0,0.8125,1000.0,0.16,0.091,0.112,4.438650807802979,0.49388085677783194,13.305295536945598,0.8919559258284836,0.5259287076484022,0.5680147680533572,29,29
243,0.16,0.158,6250.0,0.5759493670886076,1000.0,0.16,0.091,0.158,4.705702996795459,0.5227891018693618,14.4114115538981,0.9341012046556202,0.532131625897988,0.5680147680533572,29,29
244,0.16,0.224,6250.0,0.40625,1000.0,0.16,0.091,0.224,5.067242620890471,0.5702607827182421,15.866172317005802,1.0032951956860194,0.5325075900618673,0.5680147680533572,29,29
245,0.16,0.056,6250.0,2.2857142857142856,1000.0,0.16,0.128,0.056,4.4581459853921475,0.4940892074483543,12.674220146915069,0.8771719316290134,0.5327901649144515,0.5680147680533572,29,29
246,0.16,0.079,6250.0,1.620253164556962,1000.0,0.16,0.128,0.079,4.5189477993822225,0.503227754692327,13.193259018815574,0.8968942913455517,0.5327526124198692,0.5680147680533572,29,29
247,0.16,0.112,6250.0,1.1428571428571428,1000.0,0.16,0.128,0.112,4.706223575604699,0.5230585911040682,13.995020781732311,0.925462530397842,0.532665902765276,0.5680147680533572,29,29
248,0.16,0.158,6250.0,0.810126582278481,1000.0,0.16,0.128,0.158,4.945749836155406,0.5512891765411829,15.084910674749969,0.970733719584036,0.5325505143063209,0.5680147680533572,29,29
249,0.16,0.224,6250.0,0.5714285714285714,1000.0,0.16,0.128,0.224,5.350472473441354,0.601415923134806,16.6906929508629,1.0452396064087872,0.5323716867651608,0.5680147680533572,29,29
250,0.01,0.056,1414.214,0.5714285714285714,1414.214,0.01,0.032,0.056,1.5878344170316971,0.2118226244763737,7.292548979823877,0.4116080162646828,0.4084247264556144,0.5680147680533576,29,29
251,0.01,0.079,1414.214,0.4050632911392405,1414.214,0.01,0.032,0.079,1.4457989261493125,0.19699281127606494,6.5255114173768405,0.37205454108616026,0.400013981957146,0.5680147680533576,29,29
252,0.01,0.112,1414.214,0.2857142857142857,1414.214,0.01,0.032,0.112,1.1596046430620965,0.16819565945868314,5.036484975362943,0.2969064845019439,0.38492033020462363,0.5680147680533576,29,29
253,0.01,0.158,1414.214,0.20253164556962025,1414.214,0.01,0.032,0.158,0.8025315704535044,0.1307356887012461,3.1232407717071515,0.2017983998394682,0.3587167975988166,0.5680147680533576,29,29
254,0.01,0.224,1414.214,0.14285714285714285,1414.214,0.01,0.032,0.224,0.5003006531993414,0.09969186237725569,1.4915696741916367,0.12085147863359645,0.33489668203327194,0.568014768053358,29,29
255,0.01,0.056,1414.214,0.8035714285714285,1414.214,0.01,0.045,0.056,1.3229168284619903,0.1810463247100876,5.707409894809293,0.33852202987056484,0.3954984588939117,0.5680147680533576,29,29
256,0.01,0.079,1414.214,0.5696202531645569,1414.214,0.01,0.045,0.079,1.1091026195977138,0.16066379204499284,4.653991353097093,0.28185477816462357,0.3818350537732662,0.5680147680533576,29,29
257,0.01,0.112,1414.214,0.40178571428571425,1414.214,0.01,0.045,0.112,0.7444490452426652,0.12526033406987894,2.8698603042919846,0.18328527555103624,0.3520294449668408,0.5680147680533576,29,29
258,0.01,0.158,1414.214,0.28481012658227844,1414.214,0.01,0.045,0.158,0.4566944699359098,0.09511994559290163,1.221905169048297,0.10207037449349289,0.3260155021067684,0.568014768053358,29,29
259,0.01,0.224,1414.214,0.20089285714285712,1414.214,0.01,0.045,0.224,0.639383407035071,0.08917414336644122,2.374651599393383,0.14022622880988608,0.30444250429192665,0.568014768053358,29,29
260,0.01,0.056,1414.214,1.1428571428571428,1414.214,0.01,0.064,0.056,0.8995745820820936,0.1357640128480939,3.3739643159754333,0.22586988453847848,0.36916735602590856,0.5680147680533576,29,29
261,0.01,0.079,1414.214,0.810126582278481,1414.214,0.01,0.064,0.079,0.6563261915682383,0.11552927386404192,2.340549269676042,0.16099018404369225,0.3467975915411617,0.5680147680533576,29,29
262,0.01,0.112,1414.214,0.5714285714285714,1414.214,0.01,0.064,0.112,0.44498336871742306,0.09259114496692677,1.1859234033242991,0.09770574538548848,0.32175782140103343,0.568014768053358,29,29
263,0.01,0.158,1414.214,0.4050632911392405,1414.214,0.01,0.064,0.158,0.7648458717374856,0.09366865060374473,2.641476509234153,0.15750217546683917,0.29968016312364937,0.5680147680533582,29,29
264,0.01,0.224,1414.214,0.2857142857142857,1414.214,0.01,0.064,0.224,1.3354257069531132,0.13566632940775336,5.219384458132935,0.28866217132946176,0.2900875472521977,0.5680147680533582,29,29
265,0.01,0.056,1414.214,1.625,1414.214,0.01,0.091,0.056,0.45669642464445936,0.09518904284302615,1.5710909574766436,0.1205683086737187,0.3324060391727361,0.568014768053358,29,29
266,0.01,0.079,1414.214,1.1518987341772151,1414.214,0.01,0.091,0.079,0.466845996071719,0.08954890070089111,1.7595903283768484,0.11327357588631108,0.3171380492466155,0.568014768053358,29,29
267,0.01,0.112,1414.214,0.8125,1414.214,0.01,0.091,0.112,0.8329979981978893,0.09877024698830439,3.1347294701869983,0.1783673024365368,0.298414816019088,0.5680147680533582,29,29
268,0.01,0.158,1414.214,0.5759493670886076,1414.214,0.01,0.091,0.158,1.4270460451148876,0.14393200055641636,5.433054912877849,0.3055352795625902,0.29149340059213386,0.5680147680533582,29,29
269,0.01,0.224,1414.214,0.40625,1414.214,0.01,0.091,0.224,2.1011498630011753,0.20932269021279148,7.9592012452200285,0.4520168487944661,0.3058501746980731,0.5680147680533586,29,29
270,0.01,0.056,1414.214,2.2857142857142856,1414.214,0.01,0.128,0.056,0.8209701995306251,0.11135720747374225,4.150078786824023,0.1999896215769688,0.3051793259181653,0.5680147680533582,29,29
271,0.01,0.079,1414.214,1.620253164556962,1414.214,0.01,0.128,0.079,1.0492481361367672,0.12418391131782057,4.857181713734061,0.2434741925499985,0.29761344228433995,0.5680147680533582,29,29
272,0.01,0.112,1414.214,1.1428571428571428,1414.214,0.01,0.128,0.112,1.5018237794248437,0.15565705767371485,6.099312302046097,0.3330065875205505,0.2947415761522504,0.5680147680533582,29,29
273,0.01,0.158,1414.214,0.810126582278481,1414.214,0.01,0.128,0.158,2.137307520554329,0.21540427785319038,8.142227629770966,0.460461806495114,0.30955212712133007,0.5680147680533586,29,29
274,0.01,0.224,1414.214,0.5714285714285714,1414.214,0.01,0.128,0.224,2.8471795232031556,0.2865750772848844,10.324500036744718,0.599936206502063,0.34433053721441387,0.5680147680533586,29,29
275,0.02,0.056,70710.7,0.5714285714285714,1414.214,0.02,0.032,0.056,4.55592931901073,0.5083676571210946,12.986682702772786,0.9005745242308995,0.5327262276665676,0.5680147680533572,29,29
276,0.02,0.079,70710.7,0.4050632911392405,1414.214,0.02,0.032,0.079,4.755389623335478,0.5260201031203415,13.906188608192451,0.9299389243846379,0.5326549970621713,0.5680147680533572,29,29
277,0.02,0.112,70710.7,0.2857142857142857,1414.214,0.02,0.032,0.112,4.938505506009334,0.5512650817475612,14.766569600329785,0.970494944756927,0.5325794785104255,0.5680147680533572,29,29
278,0.02,0.158,70710.7,0.20253164556962025,1414.214,0.02,0.032,0.158,5.2684597673084825,0.595741382750894,16.05848982691626,1.0263723674961729,0.5323732755779068,0.5680147680533572,29,29
279,0.02,0.224,70710.7,0.14285714285714285,1414.214,0.02,0.032,0.224,5.7093904918824325,0.6518498577830036,17.988243852304983,1.1102615652923347,0.5321213648688106,0.5680147680533572,29,29
280,0.02,0.056,70710.7,0.8035714285714285,1414.214,0.02,0.045,0.056,4.707008772060088,0.5205159977126307,13.449612921481853,0.9148396374972038,0.5326648240970298,0.5680147680533572,29,29
281,0.02,0.079,70710.7,0.5696202531645569,1414.214,0.02,0.045,0.079,4.853958181989733,0.5402574868111583,14.30472049036024,0.9496003075930218,0.532624683298818,0.5680147680533572,29,29
